reviewText,AspectTerm,Sentiment
"the description says increase sound quality and volume. it did increase volume, but if it increased sound quality, it wasnt noticed.it is built good, i like everything about it, looks, size, volume increase, i dont detect any hiss. but im disappointed because it did not improve sound quality enough to be noticeable to my ears.",sound quality,neutral
Never buy from Lake Champlain .,food recommendation,negative
"Nice hotel , great price for NY Stayed in the Sofitel June 28 - 30 2003 .",hotel prices,positive
"So , I thought it would be a great idea to get this larger size , but the catnip was not the same .",food style_options,positive
It is the best yet and I will buy it again .,food general,positive
We had a great 5 days in Amsterdam made more enjoyable by the hotel staff who went out their way to make our stay as carefree and pleasant as possible .,service general,positive
"Room is clean with comfortable bed , not big not reasonable and with AC !",room_amenities general,positive
"My husband won ' t generally eat tofu , but I gave him a bowl of this and he loved it .",food general,positive
I use this treat with this toy as a special occasion treat and my dog loves it every time .,food general,positive
Very disappointed in this product .,food general,negative
The room was small but spotless with a beautiful bathroom and a delightfully comfy bed .,rooms cleanliness,positive
She brought me some and I enjoyed it so much that I went on line to see if I could get it that way .,food general,positive
Perfect location This is a great little hotel in the most romantic spot right on the canal .,location general,positive
"One charger that came with my kindle was DOA, I had another one fail after two months.  Although they are cheap, I applaud Amazon for standing up behind their product.  I was given replacements with no questions asked, and many apologies.",kindle,neutral
"I agree with a previous reviewer . grains , beans , and lentils seem like an unusual combo to me , but this soup mix is really good !",food general,neutral
"Spacious rooms , good bathrooms ( with towel warmer )  , great location and fabulous staff .",rooms design_features,positive
I bought 5 boxes of this flavor during last years deer hunting season .,food general,positive
I ' d say 80 % of the cookies were in ' mint ' condition ( sorry about the pun ) and only a couple that were broken in half .,food general,negative
"This could be a great oiled leather folio case, but the one I received was warped and didn't fit the iPad Mini properly.  With the warped shape, the Mini couldn't sit straight and the cover wouldn't close properly.",iPad,neutral
"We enjoyed the balcony and , an added bonus , the subway station was just near the hotel so travelling in Paris was amazingly .",location general,positive
"Excellent location , basic but clean and comfortable",hotel cleanliness,positive
Not worth returning and I would not buy again .,food general,negative
"The hotel is very dated and dingy , with a funky smell throughout .",hotel design_features,negative
I have reordered this several times,food general,positive
"The only downside was that breakfast in the hotel was not included in the price but we found a small cafe just around the corner where we could purchase rolls , sandwiches , croissants etc at a fraction of the price that the breakfast in the hotel would have cost .",food_drinks prices,negative
Great location ; Comfortable hotel - shame about the building We picked the Radisson by chance out of a very long list of Boston hotels .,hotel design_features,negative
"While it has a pretty strong flavor , it certainly doesn ' t have the robust , fresh ground flavor one may expect from Illy .",food quality,negative
Good location - otherwise horrible I got the hotel because it was in a good location and the reviews looked plausibly ok,location general,positive
Like the chips ; however this last time the bags only contain 8 .,food style_options,negative
Seams kinda dumb not to have the a/c adapter with this item. it requires a special one since it is for 8 cameras.,cameras,neutral
"For several years now , I have searched for a good quality and good tasting protein drink , and was never able to find one until I discovered Orgain Protein Drink .",food quality,positive
The location is perfect for the business man or the leisure traveler with walking distance to Union Square or a one block pickup on a historical trolley .,location general,positive
The location of this hotel is second to none .,location general,positive
"Even better , make a large cup and leave the tea bag in longer , refrigerate the extra , and you have a great iced tea to go with your lunch or dinner .",food general,positive
"The resort is wonderful , but the staff is exceptional .",hotel general,positive
Didn ' t have to do alot of trying with these as the base .,food general,positive
The bags have no string and tag .,food general,negative
I would recommend this sauce to everyone who loves cappacinos .,food recommendation,positive
"Located on Via Della Scala , it was the perfect location , central to everything Florence has to offer .",location general,positive
"Nice stay , little expensive Nice place",hotel prices,neutral
"These are not near what you pay for, save your money and but the other sony premiums, My CANON XL1S Eats these just as well as the others for a fraction of the cost,,,,",sony,neutral
"I absolutely loved everything about the hotel , from the elegant lobby area , to the comfortable and spacious guest rooms to the incredible dining room .",rooms design_features,positive
I really liked the taste of this drink - it reminded me of a cherry soda .,food quality,positive
"It is a bit on the pricey side , but I try not to use it all the time .",food prices,negative
Great stuff !,food general,positive
"Great location , nice clean room , a large glass of free wine nightly between 6 - 7 pm was a bonus .",food_drinks prices,positive
Room had a very musty smell and was damp .,rooms comfort,negative
Highly reccomend and was excellent all around .,hotel general,positive
"The rooms are very , very clean and it truly is a suite - separate sitting area , 2 TVs , etc .",rooms cleanliness,positive
My only complaint is the high prices for room service and still a $ 10 per day charge for high speed internet .,service general,negative
Uncomfortable Beds !,room_amenities comfort,negative
The spa tub was cracked and the glass shower door came off while in the shower !,room_amenities quality,negative
I have stayed here a number of times ( for weeks at a time ) and have had not only superior service but excellent accomodations .,hotel general,positive
"It has a great flavor - clean , natural , fruity and not synthetic .",food quality,positive
These boiled peanuts were great .,food quality,positive
Then I saw it was cheaper at Amazon and started buying from there .,amazon availability,positive
Healthier than salt & vinegar chips : ),food general,positive
TV was an older CRT model .,room_amenities design_features,negative
We keep alot of La Croix in our house too .,food general,positive
If they were tasty I could overlook the salt content for the occasional enjoyment but I ' m not loving the taste .,food quality,negative
On the upside : the room was clean / comfortable and the banquet food quite excellent .,rooms comfort,positive
A Good Stay,hotel general,positive
I will never stay there again .,hotel general,negative
"I didn ' t realize that there were only 6 in a package and for that much money , it ' s not very cost effective .",amazon prices,negative
"Upstairs concierge ( s ) do not say hello , used the speaker phone to talk to the returns department at Macy ' s ( spare me !  )",service general,negative
If you like very watery tea you may not like this Chai as much as I do .,food quality,neutral
This syrup has a subtle and natural raspberry flavor that goes great in ice tea or mixed with club soda .,food quality,positive
My other half isn ' t a garlic lover and he wasn ' t offended by the amount of garlic in the product .,food style_options,positive
The staff was pleasant but small .,service general,positive
I've used this keyboard for a couple months now to wirelessly control one of my Raspberry PI's.It all works but the distance between the keyboard and PI seems to be limited to a couple feet maximum.  Keystrokes get lost and mouse pad no longer works reliably if you move away a couple feet (which is not far at all :-().,Raspberry,neutral
"The Library is a beautiful , clean , lovely hotel in a great location .",location general,positive
"Awful hotel I spent one night only , fortunately , in this hotel .",hotel quality,negative
The garden was fantastic - really peaceful when you think you are in the middle of Beijing .,hotel general,positive
that little money I can really recommend it !,hotel general,positive
"I wanted to attach a small quick release plate on this so I can slip it on a Manfrotto MKC3 tripod. The tripod hole is too shallow, so you will never get it snug. I will have to look for a washer spacer.  It probably works great with tabletop tripod that fits directly to the iStabilizer.",iStabilizer,neutral
I ground it to fine and used to much on my first mug .,food general,positive
"The decor is modern and the rooms are always clean . the pool is tiny , but i didn ' t care .",facilities design_features,negative
"Bought this to replace another bridge. I'm still having a few issues, but this pretty much clears most of them right up",bridge,neutral
"Let me start by saying that the couple that run the hotel are charming , helpful and welcoming .",service general,positive
"I didn ' t like all that cement , gray walls .",rooms design_features,negative
"and whilst I knew that the rooms can be shabby , due to the location and an excellent deal at $ 70 per night ( inl breakfast )",rooms cleanliness,negative
They also have a nice breakfast .,food_drinks quality,positive
Black Tiger actually tastes like coffee should .,food quality,neutral
"C will not knock your socks off , but it covers the basicbases handily : with a pleasant , clean room and a few pleasing extras like Bath and Body Works toiletries , a second magnifying mirror in the bathroom , etc .",rooms cleanliness,positive
"This is very much a business hotel with a clean , sophisticated reception area , very professional staff and good sized modern rooms and bathrooms .",service general,positive
I ' m kind of shocked to read all the great reviews of this hotel .,hotel quality,negative
I will definitely re - order these !,food recommendation,positive
"Coffee is mild and mellow , I would call it Medium roast .",food quality,neutral
"Because this flour does contain some of the whole grain , the products I bake with it are a little darker in color and slightly coarser in texture than something that is made with all - purpose white wheat flour , but we haven ' t found the differences to be objectionable .",food style_options,positive
"It is well located , close enough to Grand Central Station to catch the trains , a healthy but do - able walk to Broadway Theatres , and there ' s a decent bagel place ( Daniel ' s ) a couple of blocks away .",location general,positive
What sets this hotel apart is the location and the extra amenities - the bar is one of the best in NY and the concierge can ' t help enough,location general,positive
"Great quality, but adds some weight to your tablet and is a bit over priced compared to other options available online.  I returned mine and went with a leather folio over this hard plastic.",leather,neutral
This is one of the best hotels I have ever stayed in !,hotel general,positive
They give me the crunch and flavor that I want and I don ' t have to feel guilty when I eat them !,food quality,positive
"It is clean , well kept with minimalist modern decor and the staff are extremely friendly and helpful .",service general,negative
"This was a terrific hotel in all respects -  - great location , fabulous service , and well appointed rooms ( we got upgraded to a suite which was lovely , very quiet and spacious )  .",service general,positive
"There ' s no bitter after taste , and it ' s great iced as well .",food quality,positive
But for those of us that love a GREAT cup of joe this ain ' t the brand to buy .,food general,negative
I will be looking elsewhere - - no longer wanting to pay premium price for mediocre products .,food general,negative
"They are not greasy , or overly salted , but absolutely delicious !",food quality,positive
Too much of just one good thing is too much !,food general,positive
No integration with Windows 7 without additional software = -1 starStupid track managemet = -1 star.Very complicated to use.,software,neutral
I thought this charger that is not included with my new Kindle Fire HD 8.9 would make it a quick solution to charge my kindle. I plugged it in & waited about 4 hours for the charge. This is fast? my b&w kindle charges in about 20 minutes. Perhaps it's because of the color & web but I really didn't think it would take that long to charge.,charge,neutral
"That said , they ' re still well equipped - the 2 bedroom unit we stayed in had everything we needed , except for the absolute lack of patio furniture .",rooms design_features,positive
"Good location , comfy beds Rooms were great although the bedroom area was a little on the small side , the bathrooms and comfortable beds really made up for this .",rooms general,positive
The last couple orders of Indus Organics and Spicy World cinnamon I bought from Amazon had all the flavor of hardwood flooring ( these are much more expensive products ) .,amazon prices,negative
"The buffet was really good , and the dinner at the restaurant is nice with very nice view of the river and the other side .",food_drinks quality,positive
Good value and very central - about 5 minutes to Santa Croche .,location general,positive
A little carbonation - and not too sweet .,food quality,negative
Great location  Clean rooms and convenient location .,location general,positive
Ok there is street noise but then again you are in the centre of a city and the lift can be heard but not enough to disturb you .,hotel comfort,negative
Wellness is a great cat food that my kitties just love .,food general,positive
"The package has lots of servings , so one purchase should last you a while .",food style_options,positive
"Judging on nutrition and taste alone , I felt like they should have tasted better for the number of calories they had .",food quality,neutral
Great quality and flavor !,food quality,positive
Excellent Hotel !,hotel general,positive
"They are the perfect size for my dog , and she devours them !",food general,positive
Not a meal replacement but a good hold off until you can get a meal .,food quality,positive
"clean , basic room , great location",rooms design_features,neutral
"While , it isn ' t cheap , I ' ve paid more and gotten much less .",hotel prices,negative
"Great location , not so great staff",location general,positive
This is a great small hotel .,hotel general,positive
"It has slots for 5, THIN, cables. If one is a little thick it pushes the divider over and prevents the use of that slot.",slots,neutral
"This hotel is good value for money , we booked a partial sea view room which was clean and tidy .",hotel prices,positive
I would say my only complaint is towards the end of the bag the flavor can get a little overwhelming because of all the extra spices that accumulate towards the bottom .,food quality,neutral
Can ' t wait til they become avaiable again .,amazon availability,neutral
Good clean rooms if not a bit ' worn ' and perhaps in need of a little updating .,rooms quality,neutral
I would highly recommend Hotel Rex and will stay there again myself .,hotel general,positive
"As alluded to in the monitor review of which this all came together, it's a nice little noga arm but it doesn't tighten as much as I'd like.  Can be loosened fairly easily if hit the right way.  Useful but not perfect.  For the price, I'd probably buy another one just to have and make sure to crank down on it.",price,neutral
"When we got to our room the door was wide open , our room key didn ' t work so we had to reactivate it every time we wanted to get back in , the floors were dirty , we didn ' t have enough beds to accodomate the girls , our window was broken with 90 degree hot air seeping in , no curtains to shade the room , and our bathroom light was broken !",rooms general,negative
There was no sign of the original packaging .,shipment quality,negative
They are good for his teeth and last pretty long . not gone in a couple of bites .,food general,positive
The Hotel Francois 1er right off the Champs - Elysees is an excellent hotel in an excellent location .,location general,positive
"The Amazon price for the food was friendly , and UPS delivered the heavy sack right to my door .",shipment delivery,positive
The room was small but very stylish and spotless .,rooms cleanliness,positive
Tastes great !,food quality,positive
Room was large and comfortable but smelt A LOT of cigarettes .,rooms quality,negative
From the minute i checked in with the snippy kid at the fornt desk to the fifty - five minute wait for room service,service general,negative
"It may be calorie free rice , but it the texture is terrible , like soggy slimy rice and tasteless .",food style_options,negative
Likely the best of teas that I have tried so far .,food general,positive
I purchased this beacuse I was trying to replace my daughters ipod touch shattered screen. I also brought tools and a replacement LCD touch screen. It took me 5 hours to do the replacement. It was working but the screen do not lay flush. I tried to conrrect this imperfection and broke the ribbon.,ipod,neutral
"Being situated on a small street near the Champs Elysee , it was lovely and quiet - perfect for some lazy mornings - especially as breakfast is served until a very civilised 10 : 30am .",food_drinks style_options,positive
The best thing about the hotel is the honesty and integrity of the staff which I have found lacking in some Venetian Hotels .,service general,positive
The location is superb right by Dam square with many great bars and restuarants only a short walk .,location general,positive
"Room typical smallish European , but we didn ' t go to Berlin to stay in the hotel !",rooms design_features,negative
It arrived very fast .,shipment delivery,positive
This product was by far the best I have used .,food general,positive
"I bought this syrup , because it was a good buy .",food general,positive
I think they are plenty sweet and delicious .,food quality,neutral
"I have two 5-yr olds who use this multiple times per day. Within a month the ends started to fray and within 3 months, the covering on the lighting connector came off, exposing the wires underneath.Amazon quickly replaced it once I called them directly so I'm thankful for that. Maybe the new one will last longer...",wires,neutral
"I likeB M brown bread , and I have not seen it in our local stores recently .",food general,positive
These please my family just fine !,food general,positive
We got it through priceline for $ 115 + tax .,hotel prices,neutral
"The TV didn ' t get great reception , the shower kept going from scalding to freezing , and there was a huge pipe in the room that kept whistling like a tea kettle .",rooms comfort,negative
The staff were all so friendly and helpful and really did their very best to make our stay as comfortable as possible .,service general,positive
"I have this placed at a large window that is almost completely line-of-sight with my areas antennas.  However, on a regular basis it looses the signal and I have to give it a nudge to get the signal back.  It is thin and light so that is a plus.  Eventually, I'll probably install a roof antenna and use this for a...fan?",roof,neutral
"It works in some, not all USB ports because it is not made of superior materials.  Pay attention to the engraved symbols for correct installation of the Mini SD card.",installation,neutral
and I ended up in a much better hotel in Bavaro with a view from my room overlooking the whole of Bavaro bay - a view to die for .,rooms miscellaneous,positive
"In all fairness , beds did provide lovely ocean view and staff were sincere and very helpful .",room_amenities general,negative
Unfortunately the wireless signal was very weak and I kept loosing the connection .,room_amenities quality,negative
Individual packaging secures the cookie well and I experienced no breakage in the item,shipment quality,positive
"The price proved to be excellent value for money ; the decor is to a good standard for a 3 star hotel , the breakfast was adequate and the location perfect .",hotel design_features,positive
Staff were always very friendly and helpful .,service general,positive
"However , when we explained to the problem with our room ( whistling pipe )  , they were not willing to accommodate us at all .",service general,negative
"It works well, but I had to get a former fireman that was a communications officer to program it for me. it also has a more limited range than a desk type scanner.",program,neutral
We had a great stay of 5 days - so close to best part of the city and major attractions !,hotel general,positive
And the size is right as well as the price .,food style_options,positive
"Instead of the normal slab of meat , like BFF ' s other flavors , this one is soupy , and apparently not very good .",food general,negative
It ' s a perfect pick - me - up after a long day .,food general,positive
"I ' m not sure if this product will taste as good to those customers who don ' t use Half & Half or some type of creamer in their coffee , but with it , it ' s delicious .",food quality,positive
"Good coffee , good price , free shipping with",food general,positive
"The breakfast is brilliant , with loads of choice , restaurant , amenities , staff all brilliant .",food_drinks style_options,positive
Both Gerard and Frederika were most helpful with any questions we had .,service general,positive
When removing the paper tabs please make sure they come off without sticking to the screen protector.  The paper tabs stuck to one side of the item.  I would recommend this item but be careful when removing the paper tabs,screen protector,neutral
"All in all , it ' s good breakfast food .",food general,positive
I did not enjoy my stay in the hotel or the city as a resul,hotel general,negative
The fact they are good for you is a bonus .,food general,positive
"Room door key didn ' t work , staff had to come and let us in .",rooms quality,negative
"For those who ' ve never been to San Francisco , The Tuscan Inn ( near Fisherman ' s Wharf ) is the perfect first .",hotel general,positive
"the staff was rude , the elevator was broke , the room was disgusting and the ambiance was .  .  . well , ghetto .",rooms general,negative
Really Comfortable beds !,rooms comfort,positive
"What I really like is that they aren ' t overly sweet , and that it mixed together very well , unlike most brands that just clump up and stick to the spoon .",food quality,positive
"This lens is pretty alright, but the zoom can get stuck.  I took it apart, fixed it, and it is fine most of the time, but it can still get hung up sometimes.Images are very crisp and good quality.  Way better than the lens the EOS series cameras come with.  I just wish it wouldn't stick.",lens,neutral
"This is not my personal favorite , and it ' s not even the best sauce that Tabasco produces , IMO , but on the right food it ' s great !",food general,positive
I have also ordered the peach Gummi Rings and the watermelon Gummi Rings and those taste really great too .,food quality,positive
"Yes, I looked at the measurements.  I was looking for a novel camera case for my &#34;little&#34; camera, but unfortunately, this case was even smaller.  Nice concept but it didn't work for me - reminds me of a &#34;micro&#34; patent leather pocketbook.  It now resides in a drawer until I can find something to put in it.",case,neutral
"I ' ve used it in soups , stews and relishes to add color and flavor .",food quality,positive
I have used the sweetleaf Stevia for years and I ' ve tried others but the Sweetlead is my very favorite .,food general,positive
"This product worked okay, however the fit and finish was not at all like the OEM.  I had trouble getting it to mate with the connector the first time.  The battery itself is okay.",battery,neutral
I feel like I ' m eating something good for me !,food general,positive
VIA Italian Roast tastes burnt .,food quality,negative
They use quality ingredients and the flavors are very well balanced - nothing tastes too strong .,food quality,positive
"I used this product to clone my laptop hdd to a new Samsung SSD 840 pro, and it worked as advertised, Im giving it 3 stars because the Samsung cloning software could not detect the drive if connected to a USB 3 port, I had to used the slow USB 2 instead. I don't know if it Samsung's fault or Apricorn's.",SSD,neutral
"Also , the serving size doesn ' t seem like that much since the cookies are very thin .",food style_options,negative
"I like sweet stuff , and I usually get the trail mixes with M & Ms in it but since i ' m trying to eat better , I tried the 2 oz bag frm CVS it was only a dollar and WOW ITS GOOD !",food prices,positive
Makes it very easy for me to walk out to the Dam Square at mid - night just to take pictures of the snow ! I,location general,positive
"Easy , delicious and high protein snack -",food quality,positive
The other reviews accurately describe the warm and friendly atmosphere of this gem .,hotel general,positive
"All the staff were courteous , especially the cheerful spa staff and my three night stay was very pleasant .",service general,positive
"This is one of the finest hotels I have ever enjoyed , and I highly recommend it .",hotel general,positive
"Good location , passive - agressive service",service general,neutral
This is a good quality coffee for a great price .,food prices,positive
"I have to say that i did find the breakfast fairly expensive ( approx 11 euro )  , although you do get a discount rate if staying in the hotel .",food_drinks prices,negative
"It was a very quiet night , but service was still slow .",service general,negative
"It may seem petty to complain about packaging for a cat ' s toy , but the items recieved were NOT as pictured , and were squished entirely flat and all 4 of them were torn .",food style_options,negative
"I was notified by Amazon that shipments would be sent in mi - February , but they never arrived .",shipment delivery,negative
"The rooms are clean , bathroom is a bit small but with so much to do in waikiki",rooms design_features,negative
"Watery , salty and not as tasty .",food quality,negative
"I want everything un - touched by my hands for oubvious reasons , my last purchase a lot of the candy was stuck together and outside the wrapper , I could not use it at work because no one would eat it .",shipment quality,negative
"If you ' re a chocolate - loving coffee drinker that enjoys a hot mug of joe in the morning , this might just be the perfect coffee for you - chocolatey flavor that wakes you up , AND gives you your jump start !",food quality,neutral
It was a special occasion and when they found out they sent wine and cheese to our room .,service general,positive
2 weeks before you run out because it ' s not in any stores .,amazon availability,negative
would definitely stay there again for the fabulous location .,location general,positive
"the bathroom was very spacious , the bed was nice and comforable . location is ok , nothing near here a taxi to orchard road will cost $ 4 singapore dollors , outside the hotel next door the miramar you can catch the city buzz service",rooms design_features,positive
"A bad product , from an even worse company .",food general,negative
"The hotel are run down , the room are smelly and dirty , and the staff are not very helpfully at all .",service general,negative
"Other than the fact I bought it refurbed, which I do all the time, this thing came clearly used for a significan't amount of time (at least 6 months). I'm an IT guy. I see wear and tear on these kinds of items. The mouse seemed great except for what someone else pointed out. If you want to use it EVER on any surface other than a mouse pad it's not going to work well.",mouse pad,neutral
Our kids loved it too .,hotel general,positive
This motel has always been a favorite due to its location near Folsom Street and nightlife - but is even better now that its been given a AAA one - diamond rating and upgraded the rooms .,location general,positive
"However , after discovering Amazon offers it thru the subscribe and save plan , the cost really has gone down .",amazon prices,positive
*Clean but small room * Slightly dirty carpet * Small TV set,rooms design_features,negative
A 4 star hotel located 2 minutes walk from Dam square overlooking a beautiful canal and walking distance from the station .,location general,positive
Staff were friendly and helpful and some good info from the tourist desk .,service general,positive
You ' ll like the taste too .,food quality,positive
"The box was wet , some of the hazelnut was leaking and I had to throw out some of the product .",food general,negative
Staff were friendly and most helpful and the breakfast was truly great - kept us going for most of the day .,food_drinks quality,positive
"I know I could have ordered double zout , but this for single salt should have been slightly saltier .",food quality,negative
"This is good mustard , it is hot so you have to be careful with it .",food quality,positive
night !  ! Will hopefully get the chance to stay here again !  !,hotel general,positive
"The room was spacious , clean and comfortable .",rooms cleanliness,positive
We both had the 75 minute massages and it was so tranquil to only hear the sound of the river flowing below and the odd frog ! The amenities around the hotel were excellent and we ate in most of the restaurants and found the service and food to be fantastic .,room_amenities general,positive
"Unfriendly staff ( except the shop keeper who ' s very helpful )  , special mention to the manager who is especially rude and unhelpful to his guests .",service general,negative
"Basically , you end up paying well over 2 times what you should - $ 12 .",food prices,negative
"My 14 month old loves these pouches and it ' s a great way of getting broccoli into her diet . she just started being able to do it herself recently , although it ' s sometimes messy .",food general,positive
Staff not particularly friendly .,service general,negative
"As far as location goes to me this is in the best location in the city union square shopping is 10 mins walk in one direction and fishermans walf 20 mins in the other and north beach and chinatown on your doorstep , although there are plenty of buses , cable cars and taxis if you want to take it easy .",location general,positive
It was just as good and the only salt came from the canned tomatoes .,food general,positive
Like giving my babies candy .,food general,negative
Bar food expensive and not very good .,food_drinks quality,negative
"Front desk staff could not have been more helpful and have a sense of humour , the concierge knew the answers to the questions we had , and the room was quiet and clean and comfortable .",service general,positive
"The location was great ( facing the Pantheon , close to the Metro ) and the staff was very friendly and helpful .",service general,positive
Not 5 star quality went on a short break with my husband and we were very dissappointed with the service or lack of .,hotel quality,negative
"Eating out in Barcelona can be pretty pricey so the huge buffet with savory and sweet choices , cooked brekfast with tortillas , eggs , bacon , etc is definitely worth it !",food_drinks prices,positive
I would stay again in the summer as it is not far from Fenway and lots to see walking around .,hotel general,positive
"With only 100 calories for the can , it won ' t make you feel like you ruined your diet .",food general,positive
I use this every time I go to the gym .,food general,positive
"The staff were friendly , polite and helpful and the place was clean as were the rooms - nice white linen and a bright , clean , modern bathroom .",room_amenities quality,positive
"Great views of the harbour / city , great service , great hotel , great room , great food , great bar , great facilities , great location , clean , comfortable , modern and the staff were always as helpful as they could be .",service general,positive
This filter is working fine for me now. Only complaint is it was very difficult to thread on my Nikkor lens.  Recently got a new lens and spent more for B&W. Difference was night and day.  I have not tried adding a color filter but expect the B&W will be superior,color,neutral
Often my favorite Job Lot finds are a one time closeout and I can never find them again !,food general,negative
It is worth the money to buy such a quality product .,food prices,positive
I was looking for a clean and pleasant hotel in a central location and this really fits the bill .,hotel prices,positive
Service is great and the people working at the desk are extremely friendly and helpful .,service general,positive
Totally hooked on this delicious drink .,food quality,positive
"The room was clean , the staff was helpful , the breakfast was good , and the shuttle is great !",rooms cleanliness,positive
"For what we needed this hotel served its purpose -  - it was close to the train station , which we wanted since we were arriving by train , we didn ' t need breakfast since we were leaving so early , we were able to book one night only ( through Expedia ) despite the fact that it was a weekend , and the front desk was manned 24 hours",service general,positive
"I've only used the cable once or twice, but I like it. The jacks are nice and sturdy, and I don't feel concerned that they'll fall apart like my older one.",cable,neutral
"We didn ' t take the breakfast , but heard from our friends that it was lovely .",food_drinks quality,positive
"Unfortunately , the Colon Hotel rooms turned out to be run down , with stained upholstery , linens , and carpeting , no air conditioning , and an old , lumpy bed .",hotel general,negative
It still seems freshly cooked 3 days later .,food general,positive
"Don ' t waste your money , try another brand if you want a sweet cappuccino because this is not sweet or tasty .",food prices,negative
"Not only that , the pricing was very competitive and I received delivery including freight and handleing cheaper than I could purchase the tea at the market .",shipment delivery,positive
