reviewText,AspectTerm,Sentiment
I lost our ipod shuffles while riding our motorcycle so had to buy some replacements. For some reason it would only play while hooked up to the computer. It would not power on. I think it was a bad battery not letting it charge. The seller refunded my money right away. I liked the overall size and that it seemed like it would be as easy to use as my shuffle.,ipod,neutral
"It was my first visit to Berlin , but I will definitely be going again and will stay at the Movenpick .",hotel general,positive
"The pieces have gotten larger , perhaps to make up for their lack of taste ( ? ) .",food quality,negative
Quiet too -,rooms comfort,positive
Taste a bit like Cracker jacks :,food quality,positive
for the price i payed for this will it works good the only thing is you can't turn off the lights. but i does give you a good pic the sound is ok,sound,neutral
"The only problem with buying such a big bag , is that you must put them in something to keep them fresh if you are not going to eat them right away .",food style_options,negative
The lobby was nice and the service I experienced at this hotel was excellent .,service general,positive
Order arrives when promised and in good contion .,shipment delivery,positive
Every morning she would look at us wanting a pill pocket .,food general,positive
"Our wedding party stayed here for three nights , there were some problems with the plumbing , but things are just getting back to normal down there .",room_amenities general,positive
"Very comfortable room , well stocked items in the bathroom .",room_amenities design_features,positive
"Superb , comfortable stay The hotel was to an excellent standard and very friendly staff .",service general,positive
Its a piece of plastic that says Nikon on it and fits the back of a Nikon Lens.  The best part is .. it doesn't say Canon on it.  Ha!,Nikon Lens,neutral
Let me start by saying that I really like these cookies .,food general,positive
"All in all , a very nice boutique hotel !",hotel general,positive
I would HIGHLY recommend this hotel to anyone visiting Boston .,hotel general,positive
"I use it to power a 12 volt marine stereo in my outdoor kitchen.  Had a lower AMP model, two in fact by Pyramid that both burned out within a few months this one seems to work better but still s***s off after a few hours of use when it gets too hot and the cheap stereo does not draw much power",power,neutral
This hotel is standard business hotel .,hotel general,neutral
"Downstairs breakfast restaurant looks mediocre and expensive , though the night club looks intrguing .",food_drinks quality,negative
clean and tidy maid was a bit hit and miss with towels but not a problem beach was very nice and clean plenty of entertainment regardless of what you liked,service general,neutral
"The rates were higher than normal ( we booked through a NL hotel booking site online ) due to a big conference taking place during the week but even though they were all busy , the staff were helpful and friendly .",hotel prices,negative
"The salad was superb . giant chunks of tender , flavorful Maine lobster . . . only a little mayo ( don ' t want to smother the lobster ! ) .",food style_options,negative
It sounded terrible when my daughter first bought it but once I tasted it I was hooked .,food general,neutral
My family loves Popcorners and the kettle variety has become our favorite movie snack .,food general,positive
"Labels are okay, but I just wish they were thicker. Unlike wanting to use on my mother's files, I was sliding mine thru the tabs on the page separators that you use in a binder. At this time, I prefer binders to hanging file folders. It is a little quicker for me.",Labels,neutral
"My phone doesn't quite fit, and I wasn't quite as careful with it as I should have.I have a Droid Bionic with extended battery, which is a bit larger than the iPhones. So the grip... almost works.The base works quite well, but here's a caveat... Don't drop the base when it's in the open position. Else your base will split apart and it's all over.",battery,neutral
It ' s not so strongly flavored as others and the flavor is smooth and pleasing .,food quality,positive
Just one of these yields many servings .,food general,positive
It contains a lot of dirt / powder that goes through the tea ball and makes the cup look like a suspension rather than an infusion .,food general,negative
Nutiva Organic Coconut Oil is the finest quality coconut oil .,food quality,positive
"This arctic silver is great to have in case of wanting to change and upgrade the cooler fan and/ or Processor. I haven't used the unit  yet , but will come in handy later on.",cooler fan,neutral
just outside there are a number of bars and eating places near by which are not expensive .,location general,positive
"Brought up on pasta all my life , I was looking for a pasta product that was low in carbs and didn ' t taste like carboard .",food quality,positive
"We found the location to be great , but would not stay in this hotel again due to the cleanless .",hotel general,negative
"My room was clean , but truly tiny and in need of refurbishment .",rooms design_features,negative
Clean and safe ( gated parking garage attached to hotel ) with great near downtown location .,location general,positive
"Superb , comfortable stay The hotel was to an excellent standard and very friendly staff .",hotel comfort,positive
The flavor is not plain .,food quality,neutral
the manger and his wife were very freindly .,service general,positive
Can be very noisy at night !,hotel comfort,negative
This black tea is not very strong ; it ' s priced reasonably though .,food quality,negative
"Speaking of the rooms - they are very dated - the furniture in living room was coming apart , the drawers in the dresser of our bedroom had no tracks and",rooms quality,negative
"We stayed in a standard room , very clean and lovely .",rooms quality,neutral
I don ' t generally mind low - cal alternatives . but this is disgusting .,food general,negative
couldn ' t wait to leave this hotel although the views from our room were drop dead gorgeous,rooms design_features,negative
I needed some extra outlets in one section of my room and this fit the bill.  Good price and works as expected.,outlets,neutral
Kind Healthy Grains Cinnamon Oat Clusters with Flax Seeds ( which give you omega - 3 fatty acids ) are absolutely delicious !,food quality,positive
Fastastic Value and convenient to airport .,hotel general,positive
Wonderful Resort / Concierge,hotel general,positive
"We bought this, installed it, and used it for about ten days before it began to &#34;crackle.&#34;  Amazon took it back with no questions asked.It's been replaced with a Sony Sound Bar with a built-in wireless subwoofer.  It cost twice as much as the Vizio, but it's four times as good at producing great sound.",built - in wireless subwoofer,neutral
For something so small they are extremely filling .,food style_options,negative
"Room was very small but was perfect for us , it had all we needed including a minibar and a very nice bathroom .",rooms design_features,negative
"I like sweet stuff , and I usually get the trail mixes with M & Ms in it but since i ' m trying to eat better , I tried the 2 oz bag frm CVS it was only a dollar and WOW ITS GOOD !",food prices,positive
VIA Italian Roast tastes burnt .,food quality,negative
I was pleasantly surprised to find out I was wrong .,food general,positive
Avoid It !,hotel general,negative
"My experience of the hotel was a series of difficulties -  - a reservation canceled without notice , a free wifi system that was down ( a fact discovered only after spending ten minutes on the phone being given various nonworking passwords )  , a general lack of timely information from the desk clerks .",facilities quality,negative
THE COFFEE IS TASTY AND WE WOULD BUY AGAIN IN THE FUTURE . . .,food general,positive
He really liked Chef Michael ' s Grilled Sirloin Dog Food .,food general,positive
This is the best tasting coconut water out there .,food quality,positive
My advice is to pick up an alternative brand ' s seasonal premium hot chocolate for the K - cup makers and skip this Green Mountain / Cafe Escapes variety - as these are disappointing at best .,food recommendation,negative
"Not much of a description on the box and no instructions , but it ' s pretty much a tea bag that says this side down .",food general,negative
"The Neri , in common with good hotels , simply concentrates on providing excellent accomodation where a good nights sleep is guaranteed , excellent assistance from the helpful staff , and a wonderful location for sightseeing .",hotel quality,positive
"The room was spacious and attractive , and the breakfast OK .",food_drinks quality,neutral
"The bars are a mixture of seeds , fruit , and some nuts .",food style_options,positive
i mean checking the sheets in detail for hair or any other objects )  . the customer service was also great . look for mark he will happily help you with anything you need to make your stay more comfortable .,service general,positive
"Probably fine for tourist travel , but be warned that for business travel this is the worst Starwood property we ' ve ever stayed in .",hotel general,negative
Paper Thin Walls,rooms quality,negative
"The fact that this device is USB 3.0 does not mean that the internal drive is any faster.  You are still limited to the performance of the slowest component in the system, which in this configuration in the hard drive.  If the unit was a flash drive, performance will be closer to the specifications desired.",USB,neutral
"were extremely helpful , from the concierge to the bell - boys .",service general,positive
I have always been at a loss to understand why it is not more popular .,food general,neutral
Free breakfast with good selections .,food_drinks prices,positive
Very clean hotel and rooms located extremely close to Union Square and even had a starbuck attached to the building .,rooms general,positive
"It ' s not really bad , but does not give value for money .",hotel prices,negative
"They are a great size for training , however they are a little more chewy than I thought they would be .",food style_options,neutral
"A bit pricey but needed it for my ipad2 (16GB Wi-Fi Only).  Works like any other external drive with my PC, just drag and drop files. Very easy to pair with my ipad2.  Considering the price, a carry case or pouch should be included. 5 hours of usage per full charge seems a bit too short. The apps need a lot of improvement (but that's another story). Overall, this will do until a better one comes out.",ipad2,neutral
"I like fresh coffee , not almost expired .",food quality,negative
I have very strong dogs and they both enjoy pedigree dry and the meat varieties .,food general,positive
Could have just went to the store for the variety i got here ! ! ! ! ! ! ! ! ! !,amazon availability,negative
My wife found these at local specialty store and they have quickly become a favorite when we sit down for coffee or tea .,food general,positive
"These are just average quality , and the brazil nuts taste just plain awful .",food quality,negative
"Box my Tea K - cups came in were the universal boxes for all Teas with the label of the correct "" Flavor "" .",shipment quality,neutral
Bite into one of these ; first it ' s sour .,food quality,positive
It protects the screen. That is what it was purchased for and that is what it does. That is all.,screen,neutral
"AS expected, Cowboy Studio products is the line of things I want to use as I am confident that it works well.Havent used the umbrella yet as I have the white one to it, so i am sure it works well.",umbrella,neutral
Mini bar as usual was very expensive and the place overcharges for things like the heath center and internet .,facilities prices,negative
I was really disappointed with it .,food general,negative
I purchased the item to connect cable essentials to my television. It is durable and lightweight for anyone to handle.,cable,neutral
"Yes it came with an ice pack that was supposed to keep it cool , except that the ice pack itself is like a balloon filled with warm water .",shipment quality,negative
"USE AT YOUR OWN RISK.I prefer not to use the swabs it came with, as it is rough and can easily harm the sensor as it did to my canon rebel xti.I use the liquid by itself with a lens cleaning cloth to clean my sensor.And the liquid, it leaves a light greasy residue behind, not really recommended.",lens cleaning,neutral
Heating and lighting could be better .,hotel general,positive
"Ripped curtains , dirty carpet ( from construction dust )  .",room_amenities quality,negative
"It did have a little sitting area , with two chairs and a table , but the beds were rock hard ( you want to ease down on them gently , lest you break a body part )  .",room_amenities design_features,negative
so i ' m disappointed with the hotel .,hotel comfort,negative
This hotel is NOT situated in a run - down area of Barcelona as a previous reviewer has stated .,location general,negative
Delicious but remember coconut oil melts easily ( I just pop the whole thing in my mouth ) .,food quality,neutral
this is a very nice hotel in the middle of everything .,location general,positive
"agree with "" do not stay here "" This hotel claims to be a four star establishment when in reality I wouldn ' t give it two .",hotel general,negative
"It had no caramel flavor , and the flavor of the coffee was like burnt . .",food quality,negative
"Although the ingredients aren ' t quite as good as the premium brand I ' ve been giving them , I certainly don ' t consider it poison as some reviewers have stated .",food general,neutral
the sink in bathroom was mildewed .,room_amenities cleanliness,negative
Tiny room with many ants The room wasn ' t available to check - in until late afternoon .,rooms cleanliness,negative
"The bathroom was the smallest I have ever seen ( and I had a loft suite ) - and for the price other hotels offer more ( no flat screen TV , ineffective air con )  .",hotel prices,negative
Excellent location but need some renovations,hotel design_features,negative
This backlight strobe flash I use mostly as a hair light or with a gel on the backdrop. Overall It works ok. My only complaint is that its extremely bright no matter of distance and there's no way to adjust it. Thats why I only gave it three stars. But this is the last Cowboystudio product I will be buying.,backdrop,neutral
It will work with a dslr and this battery works great http://www.amazon.com/gp/product/B008UKKXRC/ref=oh_details_o05_s00_i01?ie=UTF8&psc=1 but the screen is a lil dark i wouldn't use it to set exposer but i would use it for framing shots,dslr,neutral
I would not waste my money on this .,food general,negative
i have to say i was not pleased with the product apon arrival . it was not even in any type of box . . just wrapped in a bag . . the product itself had scratches on the plastic and seemed like cheap plastic . im surely not pleased with the price i payed for it,shipment prices,negative
Seriously lacking This particular Four Seasons property was absolutely forgettable .,hotel general,negative
"A light - tasting carmel type coating , but not too much of it .",food style_options,positive
was the lack of a pool !,facilities general,negative
"The hotel has arranged for guests to use the pool at the hotel next door , but whilst better than nothing , this was not terribly convenient .",facilities miscellaneous,negative
"The hotel was beautiful , but all of us were disappointed in the food and the drink selection .",food_drinks quality,negative
"My first try was the German Chocolate Cake , which barely tasted like chocolate and more like a mild root beer flavored candy .",food quality,negative
"Not sure what it is, my network or neighbors, but I am using this router for two laptops in a one bedroom apt. About 3 times a week, I am having to power off/power on, due to connectivity issues.",laptops,neutral
Above Average Hotel Stayed for three nights in June 2005 .,hotel general,neutral
"Moreover , the packets do not tear fully at the perforated line .",shipment quality,negative
Well worth paying extra for access to the executive lounge .,hotel prices,positive
"Trying to find the right food so that I didn ' t have to purchase too many kinds of dog food for two dogs with disparate health issues was not easy , but this Wellness Simple Solutions , along with the Wellness Core Dry does the job .",food general,positive
This gift was a big hit .,food general,positive
i bought this product for use with an 20GB ipod video. i am now using it with a sansa e280. it has not fallen out nor threatened to fall out. it also stays on my arm.it is an ok product not sure how an arm-band would ever blow anyone away.decent buy. the case is also relatively thickly padded so you'll be challenge to find your buttons with your player inside the case.,ipod,neutral
"Great facilities - but keep your eye out for reduced rates Star City has 24 / 7 convenience thanks to the adjoining casino , but the rooms themselves are a little tired .",rooms general,negative
"Hey, systems engineer, the reason you can't burn a DVD-R is because this burner only burns DVD+R/RW.  You should know to read the specs on hardware you buy.  The reason this product is priced $... below it's dual format brother, is because many DVD players won't play back the DVD+R format.",hardware,neutral
"I found it not very clean , the carpets were dirty and also the restaurant was like that ( and food was not so good .  .  .  )  .",polarity negative,negative
"It is an adequate cassette player - nothing spectacular. would have liked it to have auto reverse but, for the price it is OK",cassette,neutral
I didn't rate it any lower as it might be fine some someone else but there was no way it would fit on the back of my Samsung.  I was not about to make holes in the wall to mount it when I had already found it was an unnecessary accessory as the Roku 3 is a small box I hardly notice under the TV.  I sent the mounting kit back to Amazon for refund.,wall,neutral
I DIDN'T CARE FOR THIS ARMBAND AS MUCH IT DIDN'T HAVE A SNAP TO HOLD THE IPOD AN FOR ME SECURITY IS IMPORTANT FOR PROTECTING YOUR PURCHASES!!!!!!!!,IPOD,neutral
"It is smooth and flavorful , with a very fresh taste .",food quality,positive
"They are stale , bruised and over - cooked .",food general,negative
"I highly recomend this quaint , perfectly located hotel .",location general,positive
"Nothing fancy , just gets the job done .",hotel general,neutral
Do Not Stay Here !  !  !  !  !,hotel general,negative
Bergin ' s nuts are the best . i have never had fresher & tastier nuts . and I eat alot of nuts being a vegan .,food quality,positive
"It is not a terribly hot spice , but it has a very complex flavor somewhat similar to paprika .",food quality,positive
The employees were very helpful and pleasant .,service general,positive
I ordered the popcorn and found I had paid over double the product price in shipping .,shipment prices,negative
"They are shaped like Smarties candies , but are a bit more crumbly .",food style_options,neutral
If you like very watery tea you may not like this Chai as much as I do .,food quality,neutral
I regret this purchase .,food general,negative
It has beautiful rooms with floors in marble and each bath has a jacuzzi bathtubs !  !,rooms general,positive
Ask for a corner room as they are slightly larger .,rooms design_features,positive
Worked just fine but someone stepped on it and it easily broke.  I may get another one though.  It is very inexpense.,Worked,neutral
So beware tender mouths .,food general,neutral
We enjoyed a fantastic Mother - Daughter trip to Paris in August and were very impressed by the quality / cost ratio of Regent ' s Garden Hotel .,hotel prices,positive
The rooms were good but a on the small side .,rooms general,positive
"I believe that this is the second time I've bought a battery for my aging Toshiba laptop. I like that it does add an extra hour to the battery life, but it does get drained quickly.",battery,neutral
"Even with small containers , they don ' t fill them up .",food style_options,negative
"Perfect location , Lovely hotel !",hotel general,positive
I bought this not seeing the SATA so I don't have a HD that will work with it so I am not looking for one but I am sure it is going to work as shown but I can't say yes or no right now. Thank you,SATA,neutral
"Breakfast was enjoyable and the rooms were small , but clean !",rooms design_features,negative
Item was listed as a &#34;KIT&#34; but in reality it was a &#34;ST1000LM014&#34; drive only'  tHE KIT CONSISTED OF A RETAIL BOXED DRIVE AND A WARRANTY SHEET.  also IT HAD A DIFFERENT PRICE. Neither drive had the small hard drive to motherboard connecting cable.  I think I finally found one made/marketed by  LAPTOPSCREWDIRECT,BOXED DRIVE,neutral
"Unfortunately this made the hotel seem less diverse , whereas Florence is very diverse !  ! The rooms are large , but some features such as bathrooms do need updating .",rooms design_features,positive
"It is ok cheap, but slightest tap makes it go off and on reconnecting. For the price what can you expect will pay a few extra dollars for a durable USB hub.",price,neutral
"I upgraded my Lenovo notebook to Windows 8 Pro and wanted to take advantage of some of the touch screen functions. This touch pad gives this opportunity but the performance is so-so. I am not sure that this is because of the touch pad itself or because of the slowness of the notebook. This being said, I DO recommend the touch pad if you want to get Windows 8 touch functions without a touch screen.",Windows 8 Pro,neutral
"I was disappointed to have it discontinued from my "" Subscribe and Save "" selections .",amazon availability,negative
The price was not to bad .,food prices,neutral
"Sure , the drink tastes fine without it , but this achieves new heights once you agree to spice it up .",food quality,neutral
"These are ok , but the flavor is definitely not what I was expecting , there is almost a burnt quality to the flavor .",food quality,negative
We stayed for 4 nights at this Upper East Side Gem .,hotel general,positive
"This has healthy whole grain , healthy nuts ( whole , not tiny bits ) and healthy fruits .",food style_options,positive
Breakfast included in price -,food_drinks prices,positive
My first room had carpet stains ; they moved me to another .,room_amenities cleanliness,negative
Although the rooms are a little small they are spotless and the bathrooms more than make up for the smaller bedrooms .,rooms design_features,neutral
The food is ok but repetitive especially if you are staying for 14 days like we were .,food_drinks miscellaneous,neutral
This hotel was 1 block from restaurant row  2 blocks from the theater district plus it averaged $ 159 per night .,hotel prices,neutral
No bitterness to it and the smell in the house when it was brewing was as if you were in a Caribou coffee estanlishment .,food quality,positive
"The price isn't amazing, it's not a rip off either though.They function just as they should. Therefore, &#34;just okay.&#34;",price,neutral
Average .  .  !  !  !  !,hotel general,neutral
"Nice Hotel , Nice Location , A Little Dated Stayed here for two nights in February .",hotel general,positive
"Hello, I needed this to mount my 26"" LCD tv to the side of a cabnet in the kitchen. As you can see in the pictures it's not 12"" long! The LCD 26"" sooo the mount should reach at least 13"" for a side mount. I'll keep you posted as I rig up something.",mount,neutral
"Hotel Nadia Hotel Nadia is lovely - the staff are very friendly and helpful and the rooms are clean ( as a family , we had the ' quad ' which was a bit of a squeeze but the beds were very comfortable and plenty of cupboard space )  .",rooms cleanliness,positive
Stay away from the mini - suite on the second floor at the corner of Mason  Bay ; it ' s one of the noisiest hotel rooms I ' ve ever had the pleasure of being moved from .,rooms comfort,negative
"For those who like a nice bold cup of coffee , Black Tiger is the way to go .",food quality,positive
I guess I should have not expected a BMW for a Ford price.  The keyboard works ok but it is really light and the feel of the keys is not good.  May want to spend a bit more and get a better quality product,keyboard,neutral
I am so disappointed in this coffee .,food general,negative
I ordered these for my Goldwing but they were too large to fit in the front so I have no idea how good or bad they sound,sound,neutral
its not what they said it would be but it works better than what i had.but what can you expect for the price.,price,neutral
"Great hotel , but noisy and location a bit off Great hotel , cool rooms and great service .",hotel comfort,negative
I love being able to make coffee on the run - and am very happy with the K - Cups .,food general,positive
"I ' d have this down as a 3 star rather than 2 . 5 . Received a warm welcome on arrival , and we were able to check - in despite arriving early , lots of information offered by the reception staff and secure underground parking ( for $ 16 per day )  . Room was clean but not huge .",rooms design_features,negative
When we first arrived they tried to put us in a lower level room that looked out directly to a parkade ( basically all the cars going up can see you )  .,service general,negative
Is very portable but you have to put some keyring or something to avoid loosing it. The reason why i put it 3 stars its because the chip got off the plastic body and sometimes it disarms. Not a big deal but wasnt expecting that.,plastic body,neutral
The staff were very helpful and the room small but immaculate .,service general,positive
Fabulous restaurants in the vicinity .,location general,positive
Thsi works okay . . . but the build quality is poor. There is a paper label stuck to the bottom of it that has technical specs that looks like it will fall off in 2 weeks. The quality is poor for a product that is not the lowest priced out there. Expected much better.,works,neutral
"Hotel was fine - very good location , close to bars , restaurants , canal boat tours",location general,positive
"Normally I like a strong coffee , and this was milder than my usual , but the flavor was terrific !",food quality,positive
"As mentioned in other reviews.... the cable that connects to the computer will fall out of the port unless taped in.Beside that, it works !Update:Supplier revised design & corrected the plug problem....even sent me a replacement unit at no charge.Excellent USB hub at a reasonable price.",port,neutral
"I was hoping to leave a great review of this product , but honesty forbids it .",food general,negative
Very excited to order these .,food general,positive
"I would have given these bars two stars since they actually taste OK , but I have a hard time believing that the 4 . 5 star rating the product currently receives hasn ' t been created by company shills .",food general,negative
"These things peel off, and in general are hard to see through. If you absolutely have to use screen protectors, these aren't bad. But if you think it will be like using the phone as before, it will be noticeable.",screen protectors,neutral
"Very cheap protection for your tablet, but the fit interferes with the edges of the touch screen.  Overall, OK, and good for the price.",touch screen,neutral
room service food was quite plain ; good quality ingredients but not particularly delicious or gourmet .,food_drinks quality,negative
"The chocolate is perfectly dark without being bitter , the orange has an incredibly satisfying crunch and a slight ( very slight ) chewiness that makes the texture of the bar divine , and the flavor of orange and chocolate together are heavenly .",food style_options,positive
i was looking for protection not perfection and this works but it is a bit of a pain to get on I was glad it came with 3 because I will be changing it later do to the dust that got trapped under it when trying to get it on,protection,neutral
The Renew still needs to renew their air conditioner units which are aging and a little week .,room_amenities quality,negative
"Location , service , rooms were all excellent .",location general,positive
"It works, feels good in the hand, with a good weight and well balanced, but still does not feel like a good pen.  My iPad does not always pick up the motion and movement of the pen.",iPad,neutral
It is good for offroading since its short.  But it sucks for picking up any fm stations.  I normally listen to pandora while on the trails since it wont pick up anything in no mans land.,pandora,neutral
"A note for older pets or pets who can ' t chew hard treats - the Halo freeze dried chicken is very light and soft , so if you are having a hard time finding a good treat , I recommend giving these a try .",food recommendation,positive
"I believe that because the kernels are smaller and lighter , if your hot air popper has a lot of power , be prepared to have the kernels fly all over until the point they start to pop .",food style_options,neutral
If you don ' t expect 5 star service in this 4 star hotel you won ' t be disappointed !,hotel general,neutral
"Okay lens cap, the Micro fiber lens cloth is however of better quality than the actual item.  Imported item, not what I was expecting, would not buy from again, but item fits the need as advertised.",lens cap,neutral
good value but a bit crap if you consider the smelly smokey rooms and the suspicious showers .,rooms quality,negative
It just amazing i am hooked and i cannot stop .,food general,positive
"It is in a fabulous location , is modern and funky , has a great bar and restaurants and fantastic staff .",service general,positive
I would recommend,hotel general,positive
This battery works ok.  However seemed to need recharging much sooner than original camera battery.  Acceptable but not great.  OK as backup.,battery,neutral
"The battery is a backup to my genuine Canon battery.  It seems to work OK, but the exterior black covering is starting to peel away.  I will probablytry to purchase a real Canon battery when this one dies.  It looks like the old saying ""You get what you pay for"" may be applied here.",battery,neutral
"the port seems small not ideal for high end subs and expecting to hit those lows you would in a better box I had thought about taking it to a local pawnshop and swapping it out for a less attractive box (carpet peeling,stained,etc) as long as I can get the sound I want also it has a smell that is AWEFUL it smells like honey mustard and ass",sound,neutral
Come on Logitech haven't you raked enough cash in these last ten years to provide your consumers with a software title for your wonderful camera? NO. Really? Ok last logitech camera I buy.,software title,neutral
My husband will eat the rest as a snack and we will never purchase them again .,food general,negative
Near Dam Square and not far from the Centraal Station .,location general,positive
"was very nice for the first few month of owning it. Felt great in the hand and buttons were nice to use. but after a few month the single middle click would register as three or four, and the left and right clicks were unresponsive at times. ultimately had to replace with a wired mouse.",mouse,neutral
"Quirky , but tiny rooms",rooms design_features,negative
"When we got to our room the door was wide open , our room key didn ' t work so we had to reactivate it every time we wanted to get back in , the floors were dirty , we didn ' t have enough beds to accodomate the girls , our window was broken with 90 degree hot air seeping in , no curtains to shade the room , and our bathroom light was broken !",rooms quality,negative
"Bought this to match the router. Worked great, but upgraded to a newer Linksys model router later on for larger 2 floor houses.",router,neutral
It also has a mint flavor .,food general,neutral
They have the same nice corn taste as corn nuts but they are much lighter and easier on the teeth .,food style_options,positive
"Speaking of the rooms - they are very dated - the furniture in living room was coming apart , the drawers in the dresser of our bedroom had no tracks and",room_amenities quality,negative
"very nice very nice hotel , and very clean !  !",hotel cleanliness,positive
"The hotel is very dated and dingy , with a funky smell throughout .",hotel general,negative
The room was a little dated but clean .,rooms cleanliness,positive
"The comforter on the bed was really scratchy , and the front entrance to the hotel was under contstruction , but other than that , I would definitely reccomend this place to my friends and other travelers .",hotel general,negative
"Also , like someone else stated , some pieces are super thick . quality control needed !",food quality,negative
"I spent a week there and if you ' re looking for moderatly priced accommodation in an excellent location , i would thoroughly recommend you stay here .",hotel general,positive
The larger bars are great too - especially when paired with a salad for lunch .,food general,positive
"And yes , it ' s on busy Market street which means a bit of traffic at night .",location general,neutral
We just loved it and we hope to return to Aqua Aloha Surf very s,hotel general,positive
The bag popped well and the first bite tasted fresh but then my mouth became coated with a horrible fake sugar taste that made me feel almost sick .,food general,positive
"We found the hotel very comfortable , with a huge suite including a living area , large bed , decent bathroom and usable kitchen .",hotel comfort,positive
Appears to do the trick for being able to charge my camera batteries in the car on the run.  Overall okay for the price paid.,price,neutral
"Charlee Bears are great and if we ever ran out , things would not go well around our house !",food general,positive
Good clean hotel we stayed at the Hotel Caravaggio for 2 nights .,hotel cleanliness,positive
When opened the envelope I was almost knocked over by the stench .,food quality,negative
This hotel is a bit out of downtown Beijing but taxi rides are very inexpensive and taxi cabs were numerous .,location general,neutral
wil never go there again,hotel general,negative
above average international blah hotel,hotel general,neutral
"Didn't look all that great, looks cheap on the wall, but at least it did the job of holding upour receiver and DVD player.",receiver,neutral
The spa is also one of the best !,facilities general,positive
"but it ' s just fine for those of us who only want a clean , comfortable room , a bathroom that works , acceptable sound - proofing , and a staff that is helpful and friendly .",service general,positive
"It ' s hard to find , but worth it .",amazon availability,negative
Nearly half the kernels never pop and the kernels that do pop are very small .,food quality,negative
Careful when purchasing . . .,food general,neutral
"The only thing I didn ' t care for is the bottle design because it is impossible to pour without it getting some product on the outside of the bottle , leaving a sticky mess .",food style_options,negative
"Overall , a disappointing product .",food general,negative
The best flavor of all the ones tried . and I tried them all .,food quality,positive
My Dad introduced me to this product .,food general,positive
A short two years and this thing burned out after a short two years. I know your suppose to always back up your drives but with models like this its really crazy how undependable this things have come!,drives,neutral
"The only reason I haven't returned this is because it DOES work as advertised, and I can't expect to get a good signal from where it's at right now with it's micro housing/antennae. It does provide internet... wirelessly, but I feel like I'm back to 1999 with my speeds. And make sure to use the included CD to install it.",included CD,neutral
"very clean , very quiet , huge bed .",rooms cleanliness,positive
Despite being the ugliest building in Boston it is a comfortable hotel whose location is fantastic for most of the central Boston attractions .,hotel design_features,negative
