reviewText,Sentiment
"Needed a corner mounted Flatscreen. This did the job well, easy to install. I had to mount in a metal stud, so I used two support boards in the back to distribute the weight more evenly. Expectations of item met at a fraction of the cost from competitors.",positive
"Nothing fancy, just decent quality and simple installation.  As may have been mentioned, one must discard the provided Phillips screws that the manufacturer provides to affix the bracket to the wall stud.  Use your own.  The TV I mounted with it is an older flat-panel, so it's a little heavier than the news ones.  This thing isn't fazed, and stays where I put it.",positive
Amazing how easy it is to move my 46&#34; around on this mount and able to hang off one stud. Nice quality feel to metal it is made of.,positive
"Very sturdy. The arm is very stiff at first so you have to work it lose.  However, the mount works great, just make sure you get that stud just right. I was impressed with the quality and happy with the price.",positive
"Don't have anything to really complain about.  EXCEPT there doesn't seem to be a way, or i'm missing it to tilt the TV up or down (ie. mounted high on the wall and pointed down towards the chair).  and i am quite savvy with tools/assembly/etc. And it is difficult to get to the bolt heads on the back of the TV to adjust the angle.  No reason to not buy it though.",positive
"Bought the mount for my 30&#34; Dell U3011 monitor.  It fits the Dell quite well, and I bought it for it's reach from the wall, it's ability to manipulate, and it's weight capacity.  And in all those respects, I'm quite happy.However, there is a noticeable tilt/sag to the monitor when I have the arm extended.  I'm not so concerned with sag perpendicular to the wall, as that was expected, but the rotational sag that I sometimes get.",positive
"VERY HAPPY, it looks great, I'm so happy we got it. Holds good, it is a lil hard to get it to the wall. Other then that its fine I love how we have more room in our room. My husband is so happy I ordered this, it only cost us $28 free shipping and FAST(: VERY THANKFUL TO THE SELLER.",positive
"I wasn't willing to pay $100 for simply mounting a TV, so I bought this item to give it a shot. I have no real complaints.  It holds the TV up, which is all I wanted.  It does not have smooth pivot points, so if you're planning on moving it around a lot, don't use this one, but if it's going to stay in a static area, this is your mount.",positive
"Bought NEW but I could tell right away that mine had been repackaged and refurbished.  Plus the was missing the 4 arms but had some other random hardware included.  I made mine work for my 32&#34; set and it serves it's purpose. Just wish the seller was upfront on the condition, I could have bought a used one for $5 less.",negative
This is a rather good tv mount. This tv mount works exactly as expected and described. I would buy again.,positive
"I had to use a hacksaw to cut away part of this to hang my 24&#34; LED TV in my bedroom. Other than that, seems to work fine.",neutral
Installed easy and in no time at all (finding the stud was the hardest part for me).  Articulates well with the 40&#34; TV on it. I would not hesitate to look for this brand when it is time for the next TV mount.,positive
I have two of these now in different rooms. Works well with my Samsung TV'S  for the size noted above,positive
this is a good product.  It went up easily.  I did it myself.  I wish I might have gotten one with a little more adjustment.  It's very rigid.,positive
I have purchased 3 of these wall mounts and they hold my 37 and 32 inch flat screens perfectly. I love these and highly recommend them.,positive
"Very good item; I am happy wit it, and delivery time was excellent!!  I recomended; is a good support for your LED TV. It is easy to install, and it have extra screws for different sizes TV.",positive
"This was perfect for my 24"" LED monitor, I had it up in just a few mins and with no problems.  It included a small bubble level and it also came with a 6' HDMI cable which I was not expecting.",positive
"Installed easily, has a nice long reach.  Attached a 32&#34; TV for the grandkids and it works out great. accomodates many different size TV's and was a very good price.",positive
"For the price.....can't be beat.  I have two TV's hanging in the living room.  No issues, easy to hang.  I would recommend to a friend.",positive
Works Great. Holds my 40 inch TV effortlessly. Very well built. Definitely worth the price. Easy to install TV to the mount. Has cord clips. TV can be tilted up or down and sideways. Extends from the wall 24 inches. I highly recommend this brand..,positive
"I have a 47&#34; TV and had no place to put it in my bed room. With this mount it use the space i had a poster hanging. Very easy to install, came with all hard ware.",positive
"Great Mount, so many areas of articulation. This was a great gift idea my mother loves it. I have purchased two of them and they are sturdy and give a touch of class to every room you put them in. A must have any video file or those who want to save space in a bedroom or office.",positive
This is perfect for what I needed it for. I can move the screen from side to side if I need to and I don't have the TV sitting on my desk.....,positive
have not had the opportunity to install the tv mount as of yet - will follow up once mounted in place. great price and quick shipping,positive
Why pay the $$$$ at Best Buy when you can get the same products for a fraction of the prices here.  The VideoSecu Long Arm TV Wall Mount Low Profile Full Motion works great.,positive
We bought this for a 55&#34; Vizio and it worked perfectly. I would buy it again and recommend it. Good quality.,positive
I bought the uint for a 32 &#34; Tando.  I couldn't get the parts to line up so I bought another fixed type.,neutral
"It took about 10 mins to install this TV Wall Mount with a 48 inch Samsung TV.  It does the job, there are much more expensive arms, but this does the trick.",positive
"I used this to hang my 40&#34; LCD that I bought back in 07, so it's a heavy TV that outweighs my new 50&#34;.  Everything seems to be made well, it was easy to install myself, and the TV has been hanging for 2 months now from a brick wall at it's full reach.  I can't imagine paying $100 for other TV wall mounts, as well as this one performs.",positive
you can't beat the price and the installation was simple as can be. We installed it in our office and it is perfect! no problems and was completed in a matter of minutes,positive
Used this for the bedroom. Put it in the corner but was only able to hit the stud with a couple bolts.,positive
"you can spend a ton of money on one of these, or you can buy this one.  hung a 32 inch tv with it with no problems.",positive
My flat screem computer monitor is very light and didn't need such a heavy duty mount.  The product is fine and would work for monitors much larger and heavier than my 20&#34; LED,neutral
"The mount I purchased is great. It is designed for TV's 32&#34; and under. The link here, and image are not correct. But, I really thought the mount was build well, was easy to install, and the price was fantastic.",positive
Tv has been on wall for a long time.  Hasn't fallen off.  It's metal and considerably cheaper than kits available in stores.,positive
"This TV mount I bought for just $25 easily outdoes similar ones that cost over $100! It comes preassembled, is easy to mount on the wall, and has clear instructions. It also features a wire holder and cover for the screws on the wall. The joints are a little bit stiff, but with use and maybe a drop of oil this shouldn't be a problem. Definetely a great buy at a agreat price!",positive
This device is somewhat weak even for the 46 inch TV weighing only 31lbs that I'm using it with. after some adjusting it's working ok.,neutral
Easy to install and the TV is still on the wall after three weeks! I consider this a good value for the money,positive
"Very easy to setup, simple instructions, has all the mounting hardware and fits a huge different variety of TV's with great support.",positive
Very concerned over hanging a 46&#34; tv on the wall.  Got this mount due to low price.  Very impressed.  No doubt it will handle a 30# TV.  Allows full 90 degree rotation with 21&#34; from wall to centerline at maximum extension.,positive
Another gem hidden amoungst the Amazon halls. This works well for my LED tv's. I used the heavy duty mount bolts for mounting my tv on the back porch. I hung on the sucker and it's not coming down. And I'm 190lbs!,positive
"It needs improment. I wish it has one more hole to put a screw on the wall.It looks shaky for 55 inch TV. However, it still holds it.",positive
quickly shipped to my house and mounted myself. i ordered this for my 32 inch Phillips LCD tv and for the price i paid its a great value. does the job that any other higher priced wall mounts can do. would recommand,positive
"Very good materials, very lightweight,  cheaper than others brands. I have a 47&#34; LG Led tv and it fit at 100%, and I'm capable of sell my tv, buy an 55&#34; and use the same mount without problems.",positive
"Made in china, but this time , its well made. nice and sturdy and lots of options to mount differenct type of LCD. It has a good viewing set of angles and can be adjusted just about any view you want. the value for cost here is big, since most of these sale for over 75.00, or over 100.00 at wm. im pleased with it.",positive
"Mount went up easily and seems sturdy enough.  However, adjusting the TV sometimes leaves the TV crooked.  Also, it is almost impossible to adjust tilt without using the provided tools.  Even after using the tools, we couldn't really adjust the tilt to the full amount.",positive
"Great functionality, really incredible price, and a snap to install.  Honestly, ridiculously good product - wish they were all so easy.",positive
Quick and easy installation - very solid product. Very pleased with this purchase.When in need of this type mount again I will certainly purchase this brand/model again.Great price on Amazon makes it very easy.,positive
Excellent buy! We are very pleased with this item. It performs very well. The instructions were clear. It was easy to assemble. It holds a 47&#34; TV very well.,positive
"Too Heavy and Poor weld quality .Lot of blow holes in welding, though painting was made nice to cover it or else it was made with inefficient welder. I think this is is not well designed by experts. Hope no calculations are involved in making it. Just copied the shape forms some other manufacturer.",neutral
"i bought a funky double hinged wall mount from amazon and it did not work. I went to best buy and they said to purchase this $350 wall mount they had, I snagged a pic of the measurements and extension ability from the box, came home and found this one to be near similar. Needless to say I now have my 47 in LG flat screen securely mounted and sitting pretty in the corner of my living room.",positive
"I use this arm to mount my 39 inch Vizio. I'm surprised my TV has a 100x100 mount thingy. It can tilt left and right, up and down. I do wish it swiveled the TV so that it wasn't crooked. When the bolts get loose, my TV looks crooked.",positive
Was a perfect fit for my 32&#34; flat screen TV.  I would recommend this wall mount for that size tv,positive
"Good wall mount. Sturdy and does what it is supposed to do. In fact, it even held a larger TV than what it was listed as capable of holding. I believe I mounted a 42&#34; television with this one. Not a flat-flat one either. I mounted an older heavy thick one.",positive
"This was half the price of the TV mounts at Costco and perfectly fits a Vizio 37&#34; TV for the spare bedroom. It will work with many different brands so in my book that is great. Strong, sturdy and robust.",positive
Exactly as described.Very heavy duty.Lots of parts to make any installation work.Excellent value.Fits various monitors and tvs.,positive
"I bought three of these mounts for all the bedrooms in my house. I love all three of them. All mounts have different tv's on them, One is a 50&#34;, 40&#34; and a 32&#34;. Product comes with multiple screw for different tvs. Outstanding product for the price. All tv's have been mount for a little over a year. This product is a full motion mount for $29.99!! and it is Prime!",positive
Awesome price and quality. Simple and easy to install and fully equipped for installation. If you need a swing arm mount for medium size tv this is one I'd recommend.,positive
"I mounted this in my RV and it holds a 26"" LCD TV / DVD combo.  Installation was very easy and the mount works GREAT!  I was prepared to pay 5 times the price for a mount that would work as I wanted.  I couldn't be happier.",positive
Got my TV mounted with this above my PC and its been on the wall for a year now. No problems with it holds the TV well and its study. Way cheaper than store bought and its perfect for what I got i got a 37 inch HDTV,positive
I really like the action on this mount.  I purchased a 27&#34; monitor for my wife and this mount really frees up the desktop real estate.  I would purchase again.,positive
"I have an older very heavy 36&#34; Samsung High Def TV that weighs substantially more than my new 42&#34;. I replaced my old basement CRT tv with it, installed the VideoSecu mount easily and it does the job. I was amazed, the price from Amazon was only $30 dollars and with prime I got free 2 day shipping. The original price was $149. Wow, what a reduction!",positive
"The product is good and as described.I have a 32&#34; Vizio TV and somehow, this wall mount seems to be a little too weak for my TV. I still managed to mount my TV just fine, but gets a little paranoid that it will give in within the next few months because the mount won't be able to carry it.But the full motion swing feature is amazing! Especially if you are in a larger room.",neutral
"Bought this mount for a 32inch Panasonic LED TV. The mount may look cheap, but I found it to be extremely sturdy and a great buy for the price. I strongly recommend it to everyone.",positive
,positive
"Very solid...we mounted our flat panel in the bedroom. Like the tipping feature and love the articulating feature.We checked prices at stores, big boxes, etc. best price of all including Costco...",positive
Easy to attach. Easy to adjust. Very Solid and secure. Used on a clients 29&#34; LED with built in DVD.,positive
I have my 32 inch Tv on the wall and it works great. Easy to install and came with all the parts. The screws that it comes with for the TV will not fit but you can buy some for 2 dollars.,positive
"For the money you can't go wrong. Yes, it has a litlle play in the mechanism but, you can adjust your mounting to accomodate that. It works great and frees up counter space. I would do it all again. Why spend 3 times more.",positive
I love this mount! All the adjustments for tilt and extension are awesome! Holds a Sony 32in Ex-3000 just fine even fully extended. Even bought another. A++Mike,positive
"I have this mounted on my wall in my editing studio.  It holds a 27"" LCD monitor (about 20-25lbs).  It's been up for a week and I don't expect that it will fall down anytime soon.",positive
"My students and I used to huddle around laptops to discuss projects. Now I have a 47&#34; TV for display and this mount makes it possible to put it on any wall and swivel it in any direction depending on how many people need to see the screen. Really stable, no wiggling",positive
"It is a good value, but is not top notch quality. If you extend both arms in the same direction, the TV (30 inch) tilts. However if the arm goes right, then left, the play in the hinges offset each other and it works great.",positive
"The mount itself seems fine, it just didn't work with the Phillips tv we bought....the 'x' arm things did not line up and if they did then the 'x' parts would have covered the holes for the inputs...........we ended up using one we had had around here.......seems to be built well though and sturdy",neutral
"It is up know and should work fine, but it was hard to get it to fit my TV due to the bulge on the bottom, but I made it work and it is on the wall.",positive
"Very strong for any tv, but I wish that it was little longer I am very happy with it and very strongly recommended.",positive
"Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!",positive
"The mount works, but it is unrefined compared to other brands out there. Purchased because it was on sale. just ok.",neutral
Works great for a cheap mount. Worked great on a 32&#34; Emerson LCD tv. Does everything as advertised! Can tighten or loosen joints for easier movement.,positive
We needed something to Extend our tv away from the hot pipe for the winter and this wall mount did the trick. It went up with no a problems. It worked out very well!,positive
"its a little flimsy and not the easiest to put together, for the price it works.  But for the quality i'd go with Cheetah.",neutral
It works for the tv I bought but I had to use some of my own washers for the screws.  I thought it would have everything.,positive
"I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).",positive
I wanted to put my mac in the wall and leave it. This does that well.  I don't move it often it seems strong and well built. If you want to move it a lot get something different you have to keep an Allen wrench and a crescent wrench in the desk drawer if you plan on moving it a lot. The articulation is sketchy. For my uses and the cheap price this was perfect.,positive
"I have purchased a total of 4 HDTV wall mounts from the VideoSecu companyand they are all quality products at a very reasonable price.-Tilt TV Mount: for stationary TVs up to 65 inches.-Articulating:  corner mount for SMALL TVs-Long Arm:  corner or high mobility mount for LARGER TVsAll of them are excellent products, and very easy to install.",positive
"Received this item quickly and well packaged (But not so well that I was infuriated trying to open it)Everything was in perfct order. Strong, handsome appearance. Installation Kit is perfectly in order and gives a ton of options for different senarios.  Couldn't possibly be happier with this product.",positive
"Could offer a little more in flexibility of installation, but once in place the set can be placed in just the right position repeatedly.",positive
The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.,positive
It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.,positive
"This item didn't disappoint. It's sturdy, has all the screws included for different flat screen models and yes, it works well.",positive
This worked perfect.  The universal design would fit 99.9% of the TV's as advertised.  Easy to mount and very durable.,positive
"had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.",positive
This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit,positive
it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.,positive
works great was pretty easy to put up and does the trick. it is my sons room and really works great.,positive
"I am very happy with this affordable wall mount for my Sony 32"" Internet TV. One nice feature ist that you can swivel the mounted TV depending on where you are seated.",positive
"I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.",positive
"Easy to install, and works great. Television moves with ease and always feels secure. Doesn't loosen over time like other television mounts.",positive
This was for a 32 inch LCD.  Easy to install and works great.  I am very satisfied with this wall mount.,positive
"Fits many different size TV's,  is very solid, and was easy to install.  I would recommend to anyone is even slightly handy.",positive
"I'm using this with my 32"" tv and I love it. The price is significantly lower than what you can find for monitor wall mounts in the retail stores (walmart, best buy).I found this to be an easy install and very secure. The swivel is smooth and I can orient my television perfectly. It also has plenty of VESA mount patterns so it will hold just about any TV.",positive
"For such a cheap mount, it works well. I installed in in about 20 minuets and use it to hole a 32"" Vizio LED.",positive
"This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.",positive
Mounting the TV after mounting on wall can be a handful.  It would have been nice to have some type of slide in mount for the TV so you did not have to hold it while putting in 4 screws.  That would make DIY one person installation easier.,positive
"When we first bought our bedroom tv, we looked at the mounts in the store and almost fell over from shock at the prices.  This is one of the best prices I have found on mounts.  This mount went up easy and moves in all directions to get the perfect viewing angle.  it comes with everything you need but the drill and tv!  You won't be disappointed with this brand.",positive
"The fact that the pivot point on this TV mount was not built straight caused the TV to tilt slightly when it was swung out.  there is no adjustment for it, so i had to make a choice for the tv to either be straight and level when it was pushed against the wall, or when it was out.  i do not recommend this wall mount.to it's benefit though, it was reasonably sturdy and easy to install.",negative
This is mounted in a doorway between two rooms in my basement with a 40 inch TV attached to it.  I can move it to either room and still keep the doorway open plenty wide enough to pass through.  Perfect for my needs.,positive
"Sturdy and durable craftsmanship. Bought for my grandma in Mexico, had it installed and works great. Has awesome mobility to enjoy your television from countless angles in your room.",positive
If you want a wall mount that is universal and can be moved in all directions this is the one to get.  My 42&#34; Samsung 3D tv mounted easily and the extensions were not required.  I mounted it to a stud and it seems to be very secure.  I am able to swing the tv to watch from my bed or from the lazyboy chair without a problem.,positive
"Great wall mount at a great price.  Already fully assembled out of the box and seems built to last.  I really like the swivel and tilt as we need it when laying down in the bedroom.  Easy instructions (I'm not a carpenter).  I used this on a 32"" Samsung LED TV.",positive
"got this to hang a 32"" sony lcd in my bedroom.  used my stud finder to locate the studs, drilled 6 pilot holes and hung it up.  and extra set of hands is helpful when hanging the mount and mounting the tv.  holes on mount lined up perfectly with my tv.  screws fit just right.no complaints.",positive
used it for vizio 42&#34; tv. easy to install. fit perfectly. what is there else to say? strongly recommend for everyone.,positive
"I thought this was a great value for a wall mount.  I have installed a 32 inch tv in my bathroom with this unit.  It worked well with the Visio TV that I bought.  It looked it it could accomodate many other tvs because there were a variety of holes on the mounting bracket.  Is it the best quality ever, no.  It is decent quality, and it worked well for me.",positive
my tv! Couldn't ask for more. Thanks. These reviews require too many words. I could have said what I meant in three.,positive
"This TV mount is easy to install.  Just follow the directions included.  I installed this near the ceiling and I'm using every bit of the 15 degree downward tilt.  Properly installed, the product is rock solid.  I installed a 32"" tv on it.  I know it can hold much more.  The articulating arms are easily adjustable and if you want to tighten it down and lock it in position you can do that, too.",positive
"This is the second VideoSecu product I have ordered. They are rock-solid, and with the range of fasteners and extra hardware they include in the package, it's hard to imagine any speaker or TV that these systems won't fit.",positive
"For the price it can't be beat.  The mount is strong and sturdy.  Two sets of hands are mandatory for mounting, three would be ideal.  Once up though, it's better than most of our friends mounts.  It has full articulation, and I can swing the arm out and angle it towards my kitchen.  This is highly important while cooking buffalo wings and trying to keep tabs on football games.",positive
I am using this with a 40 inch Samsung smart tv.  The extended bars were not needed.  This is very easy to mount to a wall stud with just two bolts.  Many bolts are provided to fit with your television.  It is very sturdy and able to be positioned in many different ways.  Highly recommended.,positive
"Do not listen to other reviewers, screws that this came with are concrete only, there are no wood or dry wall screws. You will!!!! need a stud finder!!! There are 8 holes in total on a mounting plate, so it is plenty enough if you hit the center of a stud. Sturdy,good looking. There is a whole set of machine screws for(my guess)all TV types plus couple of tools that you will need.",positive
I purchased this mount based on others comments beforehand and i appreciate the guidance. The problem with wall mounting flat screen TV's is to make sure the hole pattern of the mount lines up with the hole pattern on the TV you buy. I'm using this mount with a VIZIO E320ME 32-inch and it works perfect.,positive
"Its sturdy, holds my tv really good, its adjustable & really really easy to install. An excellent product. I would definitely recommend it.",positive
"I got this for mounting a tv on the wall in my home office. Price was good and it worked. The adjustments on it work well, and it has a gizmo to hold the cables in place. Don't hesitate to buy. I think I am using this with a 38&#34; tv.",positive
It does the job and it wasn't too hard to install so i'm a happy tv viewer. Nothing bad to say about it. Came with a bunch of bolt options for different make and model TV's,positive
I have this wall mount installed outside. I have a 32&#34; hanging on it in my backyard. Easy to install and have had no problems what so ever..,positive
"We had to &#34;shave&#34; a little off the wall mount plate to get this product to work for us, but after doing so it has served it's purpose on our 24&#34; tv.",neutral
This unit has worked perfectly in holding a 40&#34; TV in an extended position for months - without sagging or failing.  Very happy with the purchase,positive
I bought this mount for our bedroom in order to swing and tilt the TV based on our viewing angle.  In order to move it I had to loosed the screws each and every time.  I had it connected to a 27in vizio LCD which is pretty light.  Could not find a tension to keep it where we wanted it.  Had to return,negative
"Worked great. Easy mounting and setup. 2007 Vizio 42&#34; LCD hung perfectly. It is a heavier TV, around 50lbs and it mounted up great.",positive
"Now I have like four different kendels and I am such a Fan.  My darling Daughter n law requested this.  No way, says I.  Then I see these reconditioned ones with a warranty, cases n protective films, new chargers and 16 gb HD.  Had to get it or her.  Only cause she gave me the worlds best gran babies ...and I guess I love her like mad too.",positive
"I love nooks. Kindle fire is OK, but nooks are easy to root and install cyanogen mod foe a full android experience.",positive
"this is such a great tablet. one time didn't work. acted weird really weird. needed to be cleaned. now I keep eyeglass cleaning clothes (disposable) for it. has worked like a charm since. hooks up to the computer without the shelves going away. book reading is great too. I use it for an ereader with games that I sometimes play, but mostly as an ereader. recommended.",positive
Great product  works just as described have had no problems with it since I got it thanks for a great product,positive
"I do not understand people, they are comparing this $100 tablet with $500 Ipad, of course it is not gonna be the same. I would recommend this tablet to everyone especially for the kids.",positive
"The nook tablet is great.I have used it to check e-mail,browse and look at books,and also transferred one from my p.c.I like the way it will sync with the direction its rotated,and I love the touch screen.Thanks Amazon!",positive
Check your SN with Barnes & Noble's 800 number. Mine was used from BuyAccessories. I paid $70 too much as used is under $30 these days.,negative
"I have tried the IPad, the Kindle, and the Sony, and nothing has worked better than this Nook Tablet. It's light, the screen resolution is amazing for movies, and the applications I use work beautifully. Even the speakers are excellent for what they are. No complaints at all.",positive
"This thing has been through so much. Closed in doors, thrown across the room, been the object of desire in a toddler tug of war and it still keep working. It i just fantastic! To any one complaining that he app store for barns and noble is too small I say just sideload google play with the root kit. It is easy and doecker skills to do.",positive
the nook color is a great tablet. it sometimes is very slow but it is still a good tablet. i have dropped it a few times and it is still okay.,positive
"The customer support people at Barnes & Noble site are clueless. They are useless for providing help. If you buy tablet, you are on your own. In the store it is the same.",negative
I love using this. It's light and easy and fast! LOVE that is has hte capability of Google Play on it! So hard to find things that are compatible,positive
my wife was tired of dragging books around she loves the covienence of the tablet and can make the text larger,positive
"Rooted, and cyanogenmod installed, works awesome.  The Nook Tablet has a bit more memory than the original Nook Color, so that's why I got this one.",positive
"The B&N Nook is a great device. The hardware in it makes sure there is no lag or waits while watching videos, reading books, or surfing the web. The builtin apps are great, as well as the overall layout and options. The major drawback is the inability to load 3rd party apps...but roll back to firmware 1.4.0 and load all you want before upgrading. Or root it (although Amazon Instant Video will not work after rooting).",positive
It accepts up to 32gb micro sd cards but does not work properly with a 32gb card. Mine would not boot because the card used too much energy. That was the only issue I had. Customer service told me to unplug the card before booting up and then insert the card. I returned it and purchased a Samsung Galaxy Tab 7.0 plus.Funny thing is Barnes and Noble rrjected my review.,negative
"Great Product, Great Sale, I love this Product, and my children will too I cant wait til Christmas to Give them their present.",positive
"I got this for my little girl, as she filled up her 8gb tablet with games. We just love the Nook HD tablets. The fact they have Google Play, and you can change the background to a nice picture, makes these tablets superior in most ways, to the Kindle Fire. Yes, the Fires have their own advantages (we have some) but overall, we prefer the Nook HDs.",positive
,positive
