reviewText,AspectTerm,Sentiment
"It ' s for you who are looking for cheaper great location , walking distance to the centrum and Amsterdam Centraal station .",location general,positive
"It ' s for you who are looking for cheaper great location , walking distance to the centrum and Amsterdam Centraal station .",location general,positive
"It ' s not to clean and rooms are small , typical down town European .",rooms cleanliness,negative
"It ' s not to clean and rooms are small , typical down town European .",rooms design_features,negative
"I stay there because of price and location only and only when I ' m alone , would not offer it for family .",hotel miscellaneous,neutral
Fabulous place in Florence,hotel general,positive
The staff goes out of their way to be friendly and helpful .,service general,positive
The staff goes out of their way to be friendly and helpful .,service general,positive
The rooms are beautifully restored with historical furniture .,rooms design_features,positive
We felt that we found our home away from home .,hotel general,positive
Lovely Quiet Quality Hotel,hotel general,positive
Lovely Quiet Quality Hotel,hotel quality,positive
I have had the pleasure to stay at this hotel twice in the past few months and was very impressed with it .,hotel general,positive
I have had the pleasure to stay at this hotel twice in the past few months and was very impressed with it .,hotel general,positive
"The staff are very friendly , the hotel is very clean and quiet and so close to all in the city .",service general,positive
"The staff are very friendly , the hotel is very clean and quiet and so close to all in the city .",hotel cleanliness,positive
"The staff are very friendly , the hotel is very clean and quiet and so close to all in the city .",hotel comfort,positive
"The staff are very friendly , the hotel is very clean and quiet and so close to all in the city .",location general,positive
The location being next to Central Railway Station is an asset and make it very easy to get to all locations whilst on holidays .,location general,positive
The location being next to Central Railway Station is an asset and make it very easy to get to all locations whilst on holidays .,location general,positive
The renovations to this hotel have made it nice and fresh with quality fittings and a pleasure to spend time in .,hotel general,positive
The renovations to this hotel have made it nice and fresh with quality fittings and a pleasure to spend time in .,hotel general,positive
"Preferred Business Address  Nice amenities , but since I came here on business , I needed an internet connection in my room .",location general,positive
"Preferred Business Address  Nice amenities , but since I came here on business , I needed an internet connection in my room .",room_amenities general,positive
That service was sorely lacking .,facilities general,negative
"This may sound insignificant , but for a hotel that bills itself as a preferred business address and has no internet and no business center , this hotel gets a big fat zero .",facilities general,negative
"This may sound insignificant , but for a hotel that bills itself as a preferred business address and has no internet and no business center , this hotel gets a big fat zero .",facilities general,negative
"This may sound insignificant , but for a hotel that bills itself as a preferred business address and has no internet and no business center , this hotel gets a big fat zero .",hotel general,negative
"Not only that , but the management seemed to not care less when i voiced my concerns .",service general,negative
Expensive but good,hotel prices,negative
Expensive but good,hotel general,positive
"Okay , it ' s expensive and the rooms not furnished according to my taste - but in general it ' s a very oppulent hotel with good service .",hotel prices,negative
"Okay , it ' s expensive and the rooms not furnished according to my taste - but in general it ' s a very oppulent hotel with good service .",rooms design_features,negative
"Okay , it ' s expensive and the rooms not furnished according to my taste - but in general it ' s a very oppulent hotel with good service .",hotel design_features,positive
"Okay , it ' s expensive and the rooms not furnished according to my taste - but in general it ' s a very oppulent hotel with good service .",service general,positive
Don ' t miss the breakfast .,food_drinks quality,positive
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",hotel general,positive
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",service general,positive
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",rooms cleanliness,positive
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",rooms design_features,negative
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",rooms comfort,positive
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",hotel general,positive
"hotel is in the best area , few minutes by walk from Tiannamen and the Forbidden City and the staff is very kind and always is posible to find that at least one of them speack a good English .",location general,positive
"hotel is in the best area , few minutes by walk from Tiannamen and the Forbidden City and the staff is very kind and always is posible to find that at least one of them speack a good English .",location general,positive
"hotel is in the best area , few minutes by walk from Tiannamen and the Forbidden City and the staff is very kind and always is posible to find that at least one of them speack a good English .",service general,positive
"hotel is in the best area , few minutes by walk from Tiannamen and the Forbidden City and the staff is very kind and always is posible to find that at least one of them speack a good English .",service general,positive
Service in the desk is good and with a smile . De,service general,positive
"breackfast is tasteful , with all that ' s necessary to start the day with a good feeling .",food_drinks quality,positive
"I reccomend it for every one , its a great experience with a convenient price .",hotel general,positive
"I reccomend it for every one , its a great experience with a convenient price .",hotel prices,positive
"I reccomend it for every one , its a great experience with a convenient price .",hotel general,positive
Fantastic !,hotel general,positive
This hotel was wonderful .,hotel general,positive
"Extremely comfortable beds , very clean with a very helpful , friendly staff .",rooms comfort,positive
"Extremely comfortable beds , very clean with a very helpful , friendly staff .",rooms cleanliness,positive
"Extremely comfortable beds , very clean with a very helpful , friendly staff .",service general,positive
"Extremely comfortable beds , very clean with a very helpful , friendly staff .",service general,positive
We would definitely return .,hotel general,positive
Wonderful Hotel Unbelievable service from the moment you walk in the door .,hotel general,positive
Wonderful Hotel Unbelievable service from the moment you walk in the door .,service general,positive
"Not enough superlatives to describe the efficiency and friendliness , even down to the maids .",service general,positive
"Not enough superlatives to describe the efficiency and friendliness , even down to the maids .",service general,positive
Great location in Potzdammer Platz and lots of nearby restaurants and entertainment .,location general,positive
Great location in Potzdammer Platz and lots of nearby restaurants and entertainment .,location general,positive
The room was wonderful from the bed to the incredible shower / bath .,rooms general,positive
The room was wonderful from the bed to the incredible shower / bath .,rooms general,positive
The room was wonderful from the bed to the incredible shower / bath .,rooms general,positive
Worth the price .,hotel prices,positive
"Realy nice hotel , enjoyed staying there Really nice hotel .",hotel general,positive
"Realy nice hotel , enjoyed staying there Really nice hotel .",hotel general,positive
"Modern , excellent beds , great location ( even though is was near rembrandt",hotel design_features,positive
"Modern , excellent beds , great location ( even though is was near rembrandt",rooms general,positive
"Modern , excellent beds , great location ( even though is was near rembrandt",location general,positive
"square ti was very quiet )  , really helpful staff , breakfast ok , the bathroom was with glass walls so a little bit embarassing if you want your privacy .",service general,positive
"square ti was very quiet )  , really helpful staff , breakfast ok , the bathroom was with glass walls so a little bit embarassing if you want your privacy .",food_drinks quality,positive
"square ti was very quiet )  , really helpful staff , breakfast ok , the bathroom was with glass walls so a little bit embarassing if you want your privacy .",rooms design_features,negative
"square ti was very quiet )  , really helpful staff , breakfast ok , the bathroom was with glass walls so a little bit embarassing if you want your privacy .",rooms design_features,negative
The price was a liitle bit high but i guess that ' s the standard price for amsterdam .,hotel prices,negative
The staff responsible for cleaning the room didn ' t do their best .,service general,negative
I would definately recommend it .,hotel general,positive
"Stylish , friendly and first class",hotel design_features,positive
"Stylish , friendly and first class",hotel general,positive
"Stylish , friendly and first class",hotel quality,positive
The location of this hotel is second to none .,location general,positive
it is also quiet - especially if you ask for a room at the rear of the property .,rooms comfort,positive
"The delux rooms are very spacious , luxuriously appointed and comfortable .",rooms design_features,positive
"The delux rooms are very spacious , luxuriously appointed and comfortable .",rooms design_features,positive
"The delux rooms are very spacious , luxuriously appointed and comfortable .",rooms comfort,positive
The staff are friendly and helpful .,service general,positive
The staff are friendly and helpful .,service general,positive
Breakfast was great - especially the coffee - a great place to stay .,food_drinks quality,positive
Breakfast was great - especially the coffee - a great place to stay .,food_drinks quality,positive
Breakfast was great - especially the coffee - a great place to stay .,hotel general,positive
The rooms were tiny ( 2 beds in 1 room and 3 in another )  .,rooms design_features,negative
The bed was for someone aged 5 or under and the views of a concrete wall were awful .,rooms quality,negative
The hotel has a perfect location to discover the heart of Madrid by foot !,location general,positive
The hotel has a perfect location to discover the heart of Madrid by foot !,location general,positive
The facilities are very good for a 2,facilities general,positive
and I spent many night in 3 or 4 * hotels that are not up to this standard ! We booked a superior room,rooms general,positive
and I can just recommend that ! Anytime,hotel general,positive
I would go back there ! Marcel - Swiss,hotel general,positive
"A wonderful place , but $  $  $  $",hotel general,positive
"This is a really nice hotel , but it ' s pretty expensive .",hotel general,positive
"This is a really nice hotel , but it ' s pretty expensive .",hotel prices,negative
The Hotel bar is awesome -  - get a mojito or pina,food_drinks quality,positive
20 . The beds aren ' t all that comfortable .,rooms comfort,neutral
But it ' s a good plac,hotel general,positive
Really average service Really ordinary service .,service general,negative
Really average service Really ordinary service .,service general,negative
Breakfast is great .,food_drinks quality,positive
Rooms are big .,rooms design_features,positive
Location is Okay in DC .,location general,neutral
"Last year , stayed the Sheraton Four Points for 110 USD , was a better deal than Embassy Suites DC on 22nd .",hotel prices,positive
A perfect place to crash whilst in transit through Frankfurt .,hotel general,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",hotel cleanliness,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",hotel prices,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",location general,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",service general,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",service general,positive
"This Hotel is clean , cheap , ideally situated next to the Central train station and staffed by friendly and professional people who do their jobs very well .",service general,positive
A honest budget Hotel that will almost certainly exceed your expectations .,hotel prices,positive
A honest budget Hotel that will almost certainly exceed your expectations .,hotel general,positive
"Loved It After reading the reviews on this site , I was terrified of my choice , but had already paid in full through Expedia .",hotel general,positive
The hotel turned out better than I expected and I completely relaxed .,hotel general,positive
"Room was charming , although it was the absolute smallest hotel room that I have ever stayed in , and the bathroom was really itty bitty ! Didn ' t have much contact with the staff , but what contact I did have was pleaseant .",rooms general,positive
"Room was charming , although it was the absolute smallest hotel room that I have ever stayed in , and the bathroom was really itty bitty ! Didn ' t have much contact with the staff , but what contact I did have was pleaseant .",hotel design_features,negative
"Room was charming , although it was the absolute smallest hotel room that I have ever stayed in , and the bathroom was really itty bitty ! Didn ' t have much contact with the staff , but what contact I did have was pleaseant .",service general,positive
Very good hotel,hotel general,positive
but it actually turned out great .,hotel general,positive
"The bed was comfortable , the room was nice and the restaurant nearby they suggested at the front desk was excellent .",rooms comfort,positive
"The bed was comfortable , the room was nice and the restaurant nearby they suggested at the front desk was excellent .",rooms general,positive
"The bed was comfortable , the room was nice and the restaurant nearby they suggested at the front desk was excellent .",service general,positive
We used the computer to map our way to a few places and were able to use the printer there for free .,facilities prices,positive
The best around for the budget traveler,hotel prices,positive
My stay at Cosmo Hotel was everything that I was looking for .,hotel general,positive
"I found the hotel to be well - furnished , clean , and well - located .",hotel design_features,positive
"I found the hotel to be well - furnished , clean , and well - located .",hotel cleanliness,positive
"I found the hotel to be well - furnished , clean , and well - located .",location general,positive
"The staff were helpful , thoughtful , and courteous .",service general,positive
"The staff were helpful , thoughtful , and courteous .",service general,positive
"The staff were helpful , thoughtful , and courteous .",service general,positive
"Overall , great value for money .",hotel prices,positive
Obsessed with this hotel !,hotel general,positive
"The location is outstanding , smack between the Duomo and Piazza Signoria .",location general,positive
"We had a room facing the back , from which we could open our windows to overlook the picturesque Florentine rooftops and an overwhelming view of the Duomo itself !",rooms general,positive
"We had a room facing the back , from which we could open our windows to overlook the picturesque Florentine rooftops and an overwhelming view of the Duomo itself !",rooms general,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms design_features,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms comfort,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms design_features,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms cleanliness,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms design_features,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms design_features,negative
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",room_amenities general,positive
"Our room was huge ; comfortable and modern furniture , a very clean and beautiful bathroom ( maybe a tad on the small side ) but a separate sitting room with a sofa / twin bed and separate TV with its own amazing view .",rooms general,positive
We would stay here again in a heartbeat !,hotel general,positive
Beautiful View from Room,rooms design_features,positive
Very nice hotel right on the Arno River .,hotel general,positive
We had a view of the city that was wonderful .,hotel design_features,positive
The staff was very helpful .,service general,positive
Superb !,hotel general,positive
My husband and I just spent four wonderful nights ( and mornings and afternoons ) at Matteo ' s beautiful new small elegant hotel on the Grand Canal .,hotel general,positive
My husband and I just spent four wonderful nights ( and mornings and afternoons ) at Matteo ' s beautiful new small elegant hotel on the Grand Canal .,hotel general,positive
"His great hospitality creates a house party atmosphere where guests are treated , and treat each other , like old friends .",service general,positive
"The wonderful terrace , for breakfast and evening spritzers and whatever else you ' d like , provides the remarkable setting .",hotel design_features,positive
Al Ponte Antico is a magical place and we will return again and again .,hotel general,positive
Al Ponte Antico is a magical place and we will return again and again .,hotel general,positive
Hidden paradise in middle of the city,hotel general,positive
Hidden paradise in middle of the city,location general,positive
This small hotel offers more than I expected .,hotel general,positive
It has beautiful rooms with floors in marble and each bath has a jacuzzi bathtubs !  !,rooms general,positive
It has beautiful rooms with floors in marble and each bath has a jacuzzi bathtubs !  !,rooms design_features,positive
It has beautiful rooms with floors in marble and each bath has a jacuzzi bathtubs !  !,room_amenities general,positive
"It has a enchanting patio with tropical flowers , terracota tiles and a marvlous mobiliary , a little but confortable pool and very kind personnel .",hotel design_features,positive
"It has a enchanting patio with tropical flowers , terracota tiles and a marvlous mobiliary , a little but confortable pool and very kind personnel .",facilities comfort,positive
"It has a enchanting patio with tropical flowers , terracota tiles and a marvlous mobiliary , a little but confortable pool and very kind personnel .",service general,positive
Definitively I will visit this great place again .,hotel general,positive
Great Stay Had a great stay .,hotel general,positive
"The hotel is very comfortable , the room was surprisingly large for a major city .",hotel comfort,positive
"The hotel is very comfortable , the room was surprisingly large for a major city .",rooms design_features,positive
Everything was very clean and the staff were very friendly .,hotel cleanliness,positive
Everything was very clean and the staff were very friendly .,service general,positive
"The location is just off Times Square , but is not overly busy and is very convenient for getting around .",location general,positive
"The location is just off Times Square , but is not overly busy and is very convenient for getting around .",location general,positive
Great Hotel !,hotel general,positive
"Rydges World Square Hotel in downtown Sydney was a wonderful , classy , comfortable hotel .",hotel general,positive
"Rydges World Square Hotel in downtown Sydney was a wonderful , classy , comfortable hotel .",hotel design_features,positive
"Rydges World Square Hotel in downtown Sydney was a wonderful , classy , comfortable hotel .",hotel comfort,positive
"The staff were excellent , the room well - appointed",service general,positive
"The staff were excellent , the room well - appointed",rooms general,positive
and it was located right downtown with many services nearby including a number of internet cafes so that you can catch up with happenings a world away .,location general,positive
I would certainly recommend it .,hotel general,positive
"Great hotel , great location and good value",hotel general,positive
"Great hotel , great location and good value",location general,positive
"Great hotel , great location and good value",hotel prices,positive
"Good value , nicely finished rooms and good quality public areas .",rooms prices,positive
"Good value , nicely finished rooms and good quality public areas .",rooms general,positive
"Good value , nicely finished rooms and good quality public areas .",facilities quality,positive
"Not only were the breakfasts good with lots of choice to suit all tastes , but we also would recommend that you do not miss the the afternoon tea in the bar - something we did not expect in down - town Madrid .",food_drinks quality,positive
"Not only were the breakfasts good with lots of choice to suit all tastes , but we also would recommend that you do not miss the the afternoon tea in the bar - something we did not expect in down - town Madrid .",food_drinks style_options,positive
"Not only were the breakfasts good with lots of choice to suit all tastes , but we also would recommend that you do not miss the the afternoon tea in the bar - something we did not expect in down - town Madrid .",food_drinks miscellaneous,positive
All of the staff that we met were friendly and could not do enough to make our stay enjoyable .,service general,positive
All of the staff that we met were friendly and could not do enough to make our stay enjoyable .,service general,positive
Stunning hotel and staff !,hotel general,positive
Stunning hotel and staff !,service general,positive
Hotel is uber cool and beautifully decorated in a contemporary style . 5 minutes walk from Sol square and tube and also the centre point of Spain ! Bar is lovely for a drink and the restaurant looked equally nice,hotel general,positive
Hotel is uber cool and beautifully decorated in a contemporary style . 5 minutes walk from Sol square and tube and also the centre point of Spain ! Bar is lovely for a drink and the restaurant looked equally nice,hotel design_features,positive
Hotel is uber cool and beautifully decorated in a contemporary style . 5 minutes walk from Sol square and tube and also the centre point of Spain ! Bar is lovely for a drink and the restaurant looked equally nice,location general,positive
Hotel is uber cool and beautifully decorated in a contemporary style . 5 minutes walk from Sol square and tube and also the centre point of Spain ! Bar is lovely for a drink and the restaurant looked equally nice,facilities general,positive
Hotel is uber cool and beautifully decorated in a contemporary style . 5 minutes walk from Sol square and tube and also the centre point of Spain ! Bar is lovely for a drink and the restaurant looked equally nice,facilities design_features,positive
Rooms are a bit on the small side though ! Staff are VERY attractive and also really nice and helpful .,rooms design_features,negative
Rooms are a bit on the small side though ! Staff are VERY attractive and also really nice and helpful .,service general,positive
Rooms are a bit on the small side though ! Staff are VERY attractive and also really nice and helpful .,service general,positive
Rooms are a bit on the small side though ! Staff are VERY attractive and also really nice and helpful .,service general,positive
Would definately stay there again but am in no hurry to go back to Madrid .,hotel general,positive
Expensive and nice,hotel prices,negative
Expensive and nice,hotel general,positive
"We stayed in a Century Suite and it was really comfortable , quite and spacious .",rooms comfort,positive
"We stayed in a Century Suite and it was really comfortable , quite and spacious .",rooms general,positive
"We stayed in a Century Suite and it was really comfortable , quite and spacious .",rooms design_features,positive
"Be careful with the minibar in the room , because you have to pay for items at the moment you move them .",room_amenities prices,negative
But in spite of that I would come back to the same room,hotel general,positive
and I recommend it .,hotel general,positive
Loved Emporio Reforma We loved Hotel Emporio Reforma,hotel general,positive
"it was very clean , safe and",hotel cleanliness,positive
"it was very clean , safe and",hotel quality,positive
the staff was very helpful and friendly .,service general,positive
the staff was very helpful and friendly .,service general,positive
The food served on the breakfast buffet was fresh and delicious and affordably priced .,food_drinks quality,positive
The food served on the breakfast buffet was fresh and delicious and affordably priced .,food_drinks quality,positive
The food served on the breakfast buffet was fresh and delicious and affordably priced .,food_drinks prices,positive
The taxi service available through the hotel was very friendly and helpful .,service general,positive
The taxi service available through the hotel was very friendly and helpful .,service general,positive
"This centrally located Hotel was the nicest hotel in this price range I have ever stayed in , for such a big city I think it was a wonderful surprise to have a place so affordable be so nice .",location general,positive
"This centrally located Hotel was the nicest hotel in this price range I have ever stayed in , for such a big city I think it was a wonderful surprise to have a place so affordable be so nice .",hotel quality,positive
"This centrally located Hotel was the nicest hotel in this price range I have ever stayed in , for such a big city I think it was a wonderful surprise to have a place so affordable be so nice .",hotel prices,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",hotel general,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",location general,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",location general,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",location general,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",location general,positive
"Excellent Hotel - great location Excellent location , right next to Gran Via Metro station and within walking distance of many of the tourist attractionsWe had a nice room with a balcony , which enabled us to see all the way down the Gran Via .",rooms general,positive
The free mini - bar was a bonus and the free glass of cava in reception was also a nice touch .,room_amenities prices,positive
Breakfast had many options and the staff were pleasant and courteous throughout .,food_drinks style_options,positive
Breakfast had many options and the staff were pleasant and courteous throughout .,service general,positive
Breakfast had many options and the staff were pleasant and courteous throughout .,polarity positive,positive
Highly recommended .,hotel general,positive
"OK , but The hotel is located ideally for tourism .",location general,positive
"These rooms are not refurbished , noisy surroundings ( generartors etc )  .",rooms design_features,negative
"These rooms are not refurbished , noisy surroundings ( generartors etc )  .",rooms comfort,negative
"The staff are very false , behind their smile is a very miserable person .",service general,negative
"The staff are very false , behind their smile is a very miserable person .",service general,negative
"The rooms in the main building are to standard , not the biggest but goog enough .",rooms design_features,neutral
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",hotel general,positive
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",rooms general,positive
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",rooms design_features,positive
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",rooms design_features,positive
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",rooms comfort,positive
"The hotel is stylish and well appointed rooms with spacious beds , bathrooms , wide - screen TVs and DVD players make for a comfortable stay .",room_amenities comfort,positive
The hotel has a good gym by comparison to other hotels in the area ( i . e . More than the usual 3 - 4 machines )  . Room service is prompt and food standard is good .,facilities general,positive
The hotel has a good gym by comparison to other hotels in the area ( i . e . More than the usual 3 - 4 machines )  . Room service is prompt and food standard is good .,service general,positive
The hotel has a good gym by comparison to other hotels in the area ( i . e . More than the usual 3 - 4 machines )  . Room service is prompt and food standard is good .,food_drinks quality,positive
The staff are very attentive and professional .,service general,positive
The staff are very attentive and professional .,service general,positive
To be recommended for the business traveller or tourist .,hotel miscellaneous,positive
Best hotel in TIMES SQUARE,hotel general,positive
This is a fantastic place to stay in NYC .,hotel general,positive
"Great location , great security , great FRIENDLY service from everyone !",location general,positive
"Great location , great security , great FRIENDLY service from everyone !",hotel miscellaneous,positive
"Great location , great security , great FRIENDLY service from everyone !",service general,positive
"Great location , great security , great FRIENDLY service from everyone !",service general,positive
Justly lovely .,hotel general,positive
"ran out of towels at pool side , not enough waiters at poolside , rib eye steak for dinner poor , waited 45 min .",service general,negative
"ran out of towels at pool side , not enough waiters at poolside , rib eye steak for dinner poor , waited 45 min .",food_drinks quality,negative
"for a sandwich , lunch time , room wasn ' t ready when we arrived , very disappointed !",rooms general,negative
"for a sandwich , lunch time , room wasn ' t ready when we arrived , very disappointed !",hotel general,negative
"Nice stay , little expensive Nice place",hotel general,positive
"Nice stay , little expensive Nice place",hotel prices,neutral
"Nice rooms bigger than regular NY hotelsI travel with kids , so place with TV and other ammenities good enough , nice rooms , just renewed , myabe a poor service inbathroom supplies , but nice , I think for the same price I paid i can book a room at the Waldorf , but little smaller room .",rooms general,positive
