reviewText,AspectTerm,Sentiment
"I enjoy other Nature ' s Path cereals , too .",food general,positive
The company does a good job making delicious cereal products for those sensitive to gluten .,food quality,positive
Glad I had gotten a whole case ! !,food general,positive
Taste a bit like Cracker jacks :,food quality,positive
"The price is right , a little more or less than $ 0 .",food prices,positive
"50 / cup based on what I paid . . . wish k cups were a little more affordable but I ' m beginning to consider Chamomile one of my "" necessities "" in life .",food prices,negative
This is just a great coffee substitute !,food general,positive
"I ' m not sure if this product will taste as good to those customers who don ' t use Half & Half or some type of creamer in their coffee , but with it , it ' s delicious .",food quality,positive
"It didn ' t lessen the symptoms of caffeine withdrawl , but after a few weeks of drinking Pero , I don ' t miss coffee at all .",food general,positive
I ' m a Pero customer for life !,food general,positive
"My wife is a allergic to peanut / products , we stumbbled across this at a big box store months back , and of course we went back and they no longer sell this . i found it on here for less the price of orignal store . this is a must have if you can not eat peanuts , taste ' s great and good for you . fast & excellent seller a 5 Star seller .",amazon prices,positive
This blend fits the bill !,food prices,positive
We grind all our coffee and buying in bulk saves us money while allowing us a great cup of coffee .,food prices,positive
We are satisfied with this blend and the seller and will purchase it again .,food general,positive
We are satisfied with this blend and the seller and will purchase it again .,food recommendation,positive
Absolutely wonderful !,food general,positive
Holds plenty of K - cups and looks neat and tidy .,food style_options,positive
Great price too .,food prices,positive
Several of my friends after seeing it have all decided to get it . : ),food recommendation,positive
I ordered these K - cups on a preorder for $ 9 .,food recommendation,positive
They are becoming my favorite flavor .,food general,positive
"I love , love this flavor .",food general,positive
It wasan excellent deal .,food prices,positive
Grove Square has a great product .,food general,positive
Over the years I have heard how awesome cherry juice is for many things .,food general,positive
The tart cherry juice helps not only with arthritis but other things too .,food general,positive
My body feels so much better when I use it every day .,food general,positive
It ' s good and filling for my child but when given to him by itself he doesn ' t like the flavor .,food general,positive
It ' s good and filling for my child but when given to him by itself he doesn ' t like the flavor .,food quality,negative
"Plus , the oatmeal is cheaper than the mix fruit so it lasts longer : - )",food prices,positive
"Tinothy ' s coffee tastes great , , , but beware of the k - cups malfuncting , got cases of 50 and 1 out of 4 does not work . the filter comes loose inside the cup and won ' t let the coffes drain into the mug . mess . gotta clean brewer of grounds etc .",food quality,positive
I am a huge fan of Genisoy Soy Crisps ( Deep Sea Salted flavor ) .,food general,positive
I love the crunch and texture of this non - greasy snack .,food quality,positive
I love the crunch and texture of this non - greasy snack .,food quality,positive
The flavor is subtle and very light .,food quality,positive
No heavy salty taste or greasy lips or fingers after eating .,food quality,positive
Soy Crisps are my fav crunchy treat .,food general,positive
"If you ' re watching your carbs and miss egg noodles , Carba Nada is a good replacement .",food recommendation,positive
"The different flavours add more variety , and its also easy to toss with some butter , parmesan , and seasonings .",food style_options,positive
"Trying to find the right food so that I didn ' t have to purchase too many kinds of dog food for two dogs with disparate health issues was not easy , but this Wellness Simple Solutions , along with the Wellness Core Dry does the job .",food general,positive
"Trying to find the right food so that I didn ' t have to purchase too many kinds of dog food for two dogs with disparate health issues was not easy , but this Wellness Simple Solutions , along with the Wellness Core Dry does the job .",food general,positive
"Simple Solutions is the way to do this , and for a dog with irritable bowels , it is truly THE best way of feeding a commercially prepared dog food , instead of you cooking chicken and rice for your dog .",food general,positive
"Simple Solutions is the way to do this , and for a dog with irritable bowels , it is truly THE best way of feeding a commercially prepared dog food , instead of you cooking chicken and rice for your dog .",food general,positive
"The dogs love the taste , and Wellness brand is excellent quality .",food quality,positive
"The dogs love the taste , and Wellness brand is excellent quality .",food quality,positive
This product was pretty good .,food general,positive
Great variety with a fair priced .,food style_options,positive
Great variety with a fair priced .,food prices,positive
The seller however was a very slow service I thought it would never get here .,shipment delivery,negative
In the years I have bought from amazon this was the longest I had to wait .,shipment delivery,negative
"At first she seemed to like it , and she ate it well .",food general,positive
After a couple of packs ( 12 cans ) she refused to eat it at all .,food general,negative
"I don ' t know what happened , but it is not on our menu any longer .",food general,negative
Hard to find sturdy toys for big dogs . but these bones are my dog ' s favorite !,food general,positive
"I have purchased sterilized bones in the past , and they lasted for years .",food general,positive
"My dog loves these , and they have already lasted longer than other chews I have purchased .",food general,positive
"My dog loves these , and they have already lasted longer than other chews I have purchased .",food general,positive
I expect him to have years of chewing satisfaction .,food general,positive
It took my dogs a minute the very first time I gave them these .,food general,positive
They were hooked .,food general,positive
Now if my dog even sees the bag he starts drooling .,food general,positive
They just love them !,food general,positive
I just wish they were a little more affordable . . .,food prices,negative
"This version is exactly that ; mealy , grainy and a faint hint of fake vanilla .",food quality,negative
Bought them once but will not NEVER purchase them again .,food recommendation,negative
"Barnum ' s , which were the gold standard of animal crackers , have changed their recipe to this as well and suck just as bad .",food general,negative
At least these are organic !,food general,positive
Plain box with some cups glued to the sides with leaked product .,food general,negative
Outer packing box also wet with leaked product .,shipment quality,negative
Bubble wrap inside the product box failed to prevent rupture .,shipment quality,negative
Was told I would get a refund but the e - mail from Amazon indicates a replacement is being sent .,shipment delivery,positive
Organic and provides protection against unwanted bacterial growth .,food quality,positive
Organic and provides protection against unwanted bacterial growth .,food general,positive
I just place some on my daily dinner for its benefits but it never tastes or smells like the fresh ones that I get from my garden .,food quality,negative
Basil is not an easy plant to deal with except during summer so this is the best that I have got so far .,food general,positive
Bravo .,food general,positive
I lived in London for a year ; this was my favorite tea .,food general,positive
"I ' ve had a a few boxes mailed over from friends , because I love it that much .",food general,positive
"I ' ve never found it anywhere in the States , but it should be .",amazon availability,positive
It really is that good .,food general,positive
"Smooth and strong , a combination that ' s hard to find in one tea .",food quality,positive
"I was based in England and every time I went food shopping , Ming imperial lotus lead tea was always my priority buy .",food general,positive
So I am glad to see that I can finally purchase it in the U .,amazon availability,positive
"S . it is a great tasting tea , I mainly use it for the purpose to cleanse my whole System and maintain my weight .",food quality,positive
The item shown on the page is not the item I received .,shipment quality,negative
The item I received is the kind of soy sauce that they have in restaurants - the ones that don ' t have a screw cap but rather a small hole on each side for pouring .,food style_options,negative
But on the weekends I have the ultimate treat for myself with the double black diamond .,food general,positive
It is my favorite of all the kcups ! ! ! ! !,food general,positive
I love the value of the 96 count box .,food prices,positive
It fits my budget very well .,food prices,positive
"But finding something really satisfying and tasty , and for under $ 3 , is amazing !",food quality,positive
"But finding something really satisfying and tasty , and for under $ 3 , is amazing !",food prices,positive
"I ' ve always loved Bumblee Bee tuna anyway , and their tuna salad mix is fantastic .",food general,positive
"The peaches and cookie both taste great , and the whole thing makes for a really satisfying lunch . and perfect for at work .",food quality,positive
"The peaches and cookie both taste great , and the whole thing makes for a really satisfying lunch . and perfect for at work .",food general,positive
Good taste .,food quality,positive
Great aroma .,food quality,positive
The price is right .,food prices,positive
Worth the buy .,food recommendation,positive
Too much of just one good thing is too much !,food general,positive
As most of you know texture is the bigger problem when it comes to gluten - free food and this product measures up .,food style_options,negative
My niece came to visit and says it is her favorite .,food general,positive
This Darjeeling is our favorite every - day tea and I drink at least a pot every day !,food recommendation,positive
What a blessing to be able to get it from Amazon for a lot lower shipping charges ( thanks to Prime ) and as a subscription !,shipment prices,positive
What a blessing to be able to get it from Amazon for a lot lower shipping charges ( thanks to Prime ) and as a subscription !,food general,positive
This is amazing salt !,food general,positive
It is light and very nice on the tooth .,food quality,positive
It is a great finishing salt for meats too !,food general,positive
Love this flavor .,food quality,positive
A very nice and clean taste .,food quality,positive
One of my best waysto fix this is to mix it with the sweetened White Tea with Blueberry .,food general,positive
Cuts down on the calories by using the sugar free sticks .,food general,positive
I will continue to buy this product .,food general,positive
"It was fairly smooth , not too overpowering , and had a slight mocha aroma .",food general,positive
"It was fairly smooth , not too overpowering , and had a slight mocha aroma .",food quality,positive
It ' s OK coffee .,food general,neutral
I likely will not purchase this one again because there are so many better ones .,food general,negative
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"To gauge my review for others , my favorites are Coffee People Donut Shop , Green Mountain Dark Magic , Coffee People Organic Bold , Emeril ' s Big Easy Bold , and Tully ' s Kona Blend .",food general,positive
"There ' s a distinct but not bad taste at all , and it cuts the "" just fruit "" taste of the smoothie .",food quality,neutral
"There ' s a distinct but not bad taste at all , and it cuts the "" just fruit "" taste of the smoothie .",food quality,neutral
"We buy it mainly for the nutritional specs , not the taste , but don ' t find the taste at all disagreeable , ourselves .",food quality,neutral
We ' ve also tried the chocolate version - GREAT taste .,food quality,positive
This is really good stuff .,food general,positive
They taste really good and are satisfying snacks .,food quality,positive
They taste really good and are satisfying snacks .,food quality,positive
"They ' re also pretty sweet , so its a nice way to soothe your sweet tooth .",food quality,positive
I bought the mixed nuts and I have already gone through six boxes in four weeks .,food general,positive
I hope they go back on sale so I can stock up .,amazon availability,negative
I was very disappointed by the product .,food general,negative
They are NOT long lasting as I was lead to believe .,food general,negative
"I was going to buy Chewlotta ' s which take my dog about 2 hrs to go through 1 , but I thought it was too pricey at $ 3 a pop .",food prices,negative
My dog could eat this whole bag in less than 2 hours .,food style_options,negative
He does enjoy them though .,food general,positive
I brew this on the second to largest cup size for a great bold coffee that stands up to all the cream .,food general,positive
I brew this on the second to largest cup size for a great bold coffee that stands up to all the cream .,food quality,positive
We both love it .,food general,positive
I tried this for the first time today and I enjoyed it .,food general,positive
It had a mild but bold enough flavor for me that I could drink it in the am and have an afternoon cup when feeling sluggish .,food quality,positive
No bitterness to it and the smell in the house when it was brewing was as if you were in a Caribou coffee estanlishment .,food quality,positive
I normally lean towards a more italian or french blend but I really like this .,food general,positive
Why would you pay $ 13 .,food prices,negative
Product shipped and arrived very quickly !,shipment delivery,positive
Wonderful tasty butter !,food quality,positive
"The added texture , of the ground pecan , made it even better !",food style_options,positive
These are great !,food general,positive
Amazon may be the way to go for me .,amazon availability,positive
They are a tasty treat and you can forget a candy bar .,food quality,positive
I love them .,food general,positive
"Great shipping , timely .",shipment quality,positive
"Great shipping , timely .",shipment quality,positive
"They are not the product we thought we were getting "" for capsules "" .",food general,negative
"I love my garlic spray so much , that i ordered more !",food general,positive
Thats a lot of yummy garlic . . .,food quality,positive
"Twinkies were once great but once they sold out to the big corporation , the quality went down the drain .",food quality,negative
It ' s too artificial tasting to be considered food .,food quality,negative
There are a ton of chemicals and additives added .,food general,negative
These giant gummy bears are horrendous !,food general,negative
They taste like,food quality,negative
They smell just as bad !,food quality,negative
My husband thought it was awful too .,food quality,negative
The texture is like jell - o pudding and the flavor might be a poor semblance of a butterscotch - scented magic marker .,food style_options,negative
The texture is like jell - o pudding and the flavor might be a poor semblance of a butterscotch - scented magic marker .,food quality,negative
It ' s gross .,food general,negative
I thought artificial flavor had developed - the Extra gum dessert flavors are remarkably accurate - but Walden Farms evidently doesn ' t have the same R + D budget as Wrigley .,food quality,positive
I don ' t generally mind low - cal alternatives . but this is disgusting .,food general,negative
"Nabisco ' s Newtons Fruit Thins are an interesting creation , and they were nice to sample .",food general,positive
"I like the flavor - - it ' s mild , not super - sweet and would actually be a great choice to have with coffee or tea .",food quality,positive
"I like the flavor - - it ' s mild , not super - sweet and would actually be a great choice to have with coffee or tea .",food quality,positive
"The fig pieces are a little hard , but I suppose I ' d rather them at that texture than to be super - soft .",food quality,neutral
"The package has lots of servings , so one purchase should last you a while .",food style_options,positive
"Based on my experience with this flavor , I ' d like to try the others as well .",food recommendation,positive
I was truly disappointed .,food general,negative
There is nothing Chai about this product .,food quality,negative
Now I find out that this product is not eligible for return .,food general,negative
This makes it hard for me to order other new items from Amazon don ' t want to waste anymore of my money .,amazon prices,negative
"Lipton ' s Blackberry Vanilla Tea , in its distinctive pyramid shape , allows the full essence of both flavours to circulate and infuse into a truly enjoyable tea experience .",food quality,positive
"Lipton ' s Blackberry Vanilla Tea , in its distinctive pyramid shape , allows the full essence of both flavours to circulate and infuse into a truly enjoyable tea experience .",food quality,positive
"The scent alone is warming and peace - inducing , and holds a chilly day at bay .",food quality,positive
"This is the tea I would choose , with a little honey , for days when I ' m feeling under the weather .",food general,positive
This is a great addition to your tea inventory .,food recommendation,positive
I received the first order from Amazon and the biscuits were so dried out that I couldn ' t even crumble them .,shipment quality,negative
The Canidae dog treats has been well received by my 1 year old Presa Canarios .,food general,positive
"The "" snap "" configuration of the treat works great since you can break off as much or as little as you want .",food general,positive
I liked the nutritional content of the treats .,food quality,positive
These treats are good for them and they love them .,food general,positive
I have switched my dogs to the Canidae dog food as well .,food general,positive
"Have first tried these candy this past summer , when we ' ve traveled .",food general,positive
Thank you amazon for providing sites / sellers of the companies that sells them .,amazon availability,positive
"My kids also loves these , but do caution parents with young children , because these candies are really small ( maybe the size of a plain M & M ) .",food general,positive
I enjoy them a lot and so does my son .,food general,positive
I have to say that this kind is one of my favorites .,food general,positive
It is full of peanut butter flavor that you forget that it is only 100 cals .,food quality,positive
"As for the amount you get in the bag , it is more than I expecting so I was very happy .",food style_options,positive
Earl Grey tea is one of my favorite teas .,food general,positive
"If it is important to you to have organic tea , seeing that it steeps in boiling water , then you cannot go wrong with this tea .",food general,positive
It has a rich fragrant smell as soon as you open the can .,food quality,positive
Recommended .,food recommendation,positive
Our dogs just love the Plato Thinkers .,food general,positive
They are good food and treats for our dogs .,food quality,positive
We buy them regularly .,food general,positive
They were fresh .,food quality,positive
They were just as the dogs like them .,food general,positive
They are their favorites .,food general,positive
This used to be a great product but starting a couple years ago they stopped screening it .,food general,positive
"It is now at least a quarter woody material , 1 / 4 - 3inch pieces .",food quality,negative
This would actually be great for mulching trees and shrubs if it weren ' t way to expensive for that purpose .,food prices,negative
"Spend the money , buy pro - mix and save yourself a lot of time and problems .",food recommendation,negative
OK its tea right !,food general,positive
"Well , it ' s good .",food general,positive
Stash makes some really great teas .,food general,positive
"This one is pretty good , probably one of the best on the market right now .",food general,positive
"This one is pretty good , probably one of the best on the market right now .",food general,positive
"Much better than bigelow ' s teas , in my opinion .",food recommendation,positive
"I ' ve tried Revolution tea before , but this one came as a surprise .",food general,positive
It ' s very well balanced in terms of green tea and additional flavor .,food quality,positive
"This tea is perfect in flavor , smell and brewing set - up .",food quality,positive
I highly recommend it .,food recommendation,positive
My cats love this stuff .,food general,positive
"I ' ve tried several flavors , and they like them all .",food style_options,positive
"I ' ve tried several flavors , and they like them all .",food quality,positive
"The best benefit is that the "" tummy problems "" are so much better .",food general,positive
"Recieved the package on time , but there was a glitch with the order .",shipment delivery,positive
I hadn ' t recieved the cat food I had ordered .,shipment quality,negative
"I called , and they immediately corrected the problem . . . crediting my account , and sending a complimentary bag of cat food for my inconvenience .",shipment quality,positive
I would recommend them highly to anyone .,food recommendation,positive
Unfortunately it was so bad,food general,negative
"It had no caramel flavor , and the flavor of the coffee was like burnt . .",food quality,negative
"It had no caramel flavor , and the flavor of the coffee was like burnt . .",food quality,negative
Didn ' t like it at all . .,food general,negative
I love this seasoning .,food general,positive
"I pop a bowl of popcorn ( in my Whirly Pop ) and then sit down with my spray butter ( I can ' t beleive it ' s not butter ) and this seasoning . and there you go - - a low calorie , high - fiber snack .",food quality,positive
I did not like this one at all - -,food general,negative
I could tell by the burnt unappealing aroma of it that I wouldn ' t like it .,food quality,negative
It tasted bitter to me with a little bit of a bite to it .,food quality,negative
This one ' s for you if you like a more bitter / bittersweet coffee - - it just didn ' t appeal to me because I like a smoother taste with less of an aftertaste .,food general,negative
This has a LOT of sugar in it .,food quality,negative
"This is not "" rich espresso mellowed by a touch of cream "" .",food general,negative
"Espresso + cream is what I want , and this product doesn ' t fit the bill .",food general,negative
I was pleasantly surprised how yummy this was .,food quality,positive
I was pleasantly surprised how yummy this was .,food general,positive
I love that the bar was soft and chewy .,food general,positive
I love that the bar was soft and chewy .,food style_options,positive
I love that the bar was soft and chewy .,food style_options,positive
This is the only food that she scarfs down like a real dog .,food general,positive
) Its very healthy and clean dog food .,food quality,positive
) Its very healthy and clean dog food .,food quality,positive
I highly recommend it . : ),food recommendation,positive
"I am unsure why this product caused such problems for my dogs as the ingredients look okay and it says "" highly digestible "" .",food general,negative
"I didn ' t throw them out because I want to write the company and my husband decided to give a treat to one of the dogs , who has been subsequently ill for the last 3 days .",food quality,negative
These bars are so good .,food general,positive
They remind me of panut brittle .,food general,positive
So a - searching on the web I went and found them here at Amazon and on a subscription basis too .,amazon availability,positive
So now they keep coming and I ' m enjoying my Trio bars every evening as part of my bedtime snack .,food general,positive
I enjoyed this pomegranate flavored licorice .,food general,positive
I usually prefer the black licorice and this was a pleasant change .,food general,positive
I really like Newman ' s product and so I wasn ' t surprised when I tasted it and like the consistency & flavor .,food general,positive
I really like Newman ' s product and so I wasn ' t surprised when I tasted it and like the consistency & flavor .,food quality,positive
"It ' s a nice little treat , not too sweet and fun to chew .",food quality,positive
"It ' s a nice little treat , not too sweet and fun to chew .",food general,positive
"It ' s a nice little treat , not too sweet and fun to chew .",food general,positive
Absolutely gross !,food general,negative
I cannot believe Power Bar Company would put something out like this !,food general,negative
We are stuck with a case of this garbage .,food general,negative
DO NOT BUY !,food recommendation,negative
These are wonderful !,food general,positive
Even my 5 year old loves them .,food general,positive
Wonderful !,food general,positive
Packaging is great too .,shipment quality,positive
My dog loves these .,food general,positive
Got because he ' s older and because its allnatural ingredients .,food quality,positive
"I would of given 5 stars but my dog has ahard time chewing on these , kinda hard .",food style_options,negative
I love the mild scent and silky feel of this product .,food general,positive
"This product has made a difference ; my lackluster , spiky - looking short hair ( it isn ' t supposed to be spiky ) is tamed , shiny and smooth without my spending a lot of time with gels and a curling iron .",food general,positive
It ' s a nice product to use and it does as it promises .,food general,positive
I ' m sure I ' ll be buying this product in the future .,food general,positive
I already get the carmel ones ( yummy ) so decided to give these a try well tried them and loved them ! !,food quality,positive
I already get the carmel ones ( yummy ) so decided to give these a try well tried them and loved them ! !,food general,positive
Yummy !,food quality,positive
A wonderful surprise for the mouth .,food general,positive
"A gooey , crunchy , chocolately mix of a mess .",food quality,positive
"LOL . salty , sweet , gooey , crunchy - - heaven !",food quality,positive
"it took about a month for my 11m to start liking this salmon pouch . the price is great , about a $ 1 / pouch . its very easy to take with you when traveling since no heating or mixing required . just open and put a spoon in it . i will probable keep giving this to her past her 1st b - day .",food prices,positive
"it took about a month for my 11m to start liking this salmon pouch . the price is great , about a $ 1 / pouch . its very easy to take with you when traveling since no heating or mixing required . just open and put a spoon in it . i will probable keep giving this to her past her 1st b - day .",food style_options,positive
This is a product your dog will love .,food general,positive
It is made of all beef with no fillers .,food quality,positive
An excellent product .,food general,positive
"Still pretty yummy , even though they ' ve reduced the fat content , making it not quite as yummy as it used to be ( thanks nanny state [ big razzzzzberry ] . what more can I say ?",food quality,positive
"Still pretty yummy , even though they ' ve reduced the fat content , making it not quite as yummy as it used to be ( thanks nanny state [ big razzzzzberry ] . what more can I say ?",food general,positive
"However , I decided to take the leap as my husband ' s birthday was approaching and Slim Jim ' s are one of his favorites .",food general,positive
The cost was no more than buying at a brick and mortar store and the product arrived with excellent freshness .,food prices,positive
The cost was no more than buying at a brick and mortar store and the product arrived with excellent freshness .,food quality,positive
The handy box they come in make for neat storage in the pantry .,shipment quality,positive
Not a downside to be had !,food general,positive
I would definitely buy again .,food general,positive
I bought this after reading about pure maple syrup on the internet .,food general,positive
My husband and I both love it .,food general,positive
"Very good maple taste , not too sweet like regular pancake syrup you buy at the grocery store .",food quality,positive
"Very good maple taste , not too sweet like regular pancake syrup you buy at the grocery store .",food quality,positive
I have this on subscribe and save and an glad they offered this as we won ' t run out ! !,food prices,positive
This is one of my favorite winter breakfasts .,food general,positive
"The texture is between that of oatmeal and oat bran , which is smooth and creamy .",food style_options,positive
Very tasty and fiber rich .,food quality,positive
I definitely recommend it .,food recommendation,positive
"If you love coconut , then this is for you .",food general,positive
"As a bona fide coco - ' nut ' , I can tell you this product is delicious . crispy and lightly sweet wide flakes .",food quality,positive
"As a bona fide coco - ' nut ' , I can tell you this product is delicious . crispy and lightly sweet wide flakes .",food quality,positive
"As a bona fide coco - ' nut ' , I can tell you this product is delicious . crispy and lightly sweet wide flakes .",food quality,positive
"As a bona fide coco - ' nut ' , I can tell you this product is delicious . crispy and lightly sweet wide flakes .",food style_options,positive
The drawbacks are that the bag contains a pretty small amount and the pieces are brittle and break .,food style_options,negative
The drawbacks are that the bag contains a pretty small amount and the pieces are brittle and break .,food style_options,negative
"That being said , the coconut is great for snacking or garnishing desserts / baked goods .",food general,positive
I love getting the golden Oreo snack cakesters .,food general,positive
"I only eat one of the twin packs , it ' s only 110 calories !",food quality,positive
I ' m a bit of a cinnamon junky and have collected many variants of this tasty treat .,food style_options,positive
I ' m a bit of a cinnamon junky and have collected many variants of this tasty treat .,food quality,positive
There are a few better products but still I keep coming back to McCormick as it has been consistently good .,food general,positive
The last couple orders of Indus Organics and Spicy World cinnamon I bought from Amazon had all the flavor of hardwood flooring ( these are much more expensive products ) .,amazon availability,positive
The last couple orders of Indus Organics and Spicy World cinnamon I bought from Amazon had all the flavor of hardwood flooring ( these are much more expensive products ) .,amazon prices,negative
