reviewText,Sentiment
"Gave as a gift. It wasn't very pleasing to the recipient - my mistake. I thought it would clean glasses, but instead they will have to use it for just jewelry which was very welcome",neutral
I bought this because I need a 90deg plug like in the picture but the product I received was not like the picture the plug was straight.other then that it works as intended.,neutral
can't mount where I need them but they work good as cameras the low light function is fantastic but also the weak point for the motion sense. To prevent false motion sensing I have to set the sensitivity level too low,neutral
"It's okay, took a chance and now it's in the drawer.  Kind of a pain to use, there have got to be better ones out there.",neutral
"The router works ok, but I had bought this to replace the previous two routers that were not doing the job and sadly this router did not provide the strong signal I was looking for.",neutral
"Haven't tried this out yet because I didn't realize it would be so big.  However, it does look very well-made.",neutral
"clean sound, great range, goes through walls, bass is really bad. overall sound quality is ok but i expected better for the price",neutral
I use this to charge a Samsung S3 and it takes about 4-5 hours to be fully charged which is 2x longer than when I use a blackerry OEM cord but it's still better than the samsung cord that came with phone.,neutral
"It's okay, the technology is old so there is not much we can do. As the memory it self it does works and do some performance improvements for my Dell Dimension 3000.",neutral
I hated that they stuck so much out of my ears. When lifting weights I felt like they kept falling out. This is just my personal opinion about them. But I did like the red cord (kind of like dre beats) and they were very loud.,neutral
"I maybe should have bought a knock off, however it works and looks great. Be sure and buy the extra battery (I forgot)",neutral
I have no cloo what is or isn't special about this cable.  It is still sitting in the box but from past experience the price is excellent and i'm sure the quality of picture will be too,neutral
"Don't like this case much, it doesnt fit my camera very well.  It's too deep for most larger cameras so my camera flops around a bit.  It's also fairly bulky and you wouldn't want this thing attached to your belt.  For $6 it does what is was designed for.",neutral
"I bought this originally for an iPod touch and iPad 2... works for those, recently purchased an iPhone 4s and the iphone doesn't recognize that there is an external power source.  Swapped cables for one that I do know works on the 4s, same issue...  same charger and cable works with the ipod touch.  curious",neutral
"Nothing great, but will do a little better than Apple stock ones.",neutral
"With good program quality the 3D effect is very good. However, it is like viewing television through dark sunglasses so if the program content is dark the picture quality is poor. A film like ""Up"" is good but the ""Dark Knight"" isn't. Where 3D really shines is sports like the NBA playoffs. However, this is a relitively cheap price for an emerging technology that will someday be more than high tech toy.",neutral
"Emits a high-frequency buzz, backlights (except for the 3 buttons that you really need) activate every time you look in the general direction of the remote.  Fit and feel is quite crude and unpleasant.  This is simply not an elegant remote.  Pre-programming is almost impossible; you are much better off using the training feature.",neutral
I bought this to eliminate my alternator whining problem... it doesn't. Although it does suppressthe sound slightly but if you turn up your system you can still hear it..,neutral
"I purchased this with the EA 3500 wireless router and both products said they provided QoS.  While you can manage QoS on the router, this product has no way of managing QoS so I am not sure how they are really providing QoS.  There is no documentation on what their stock QoS priorities are.  In the future I will buy a managed switch.",neutral
"Like others have said, this is only a 10 gauge power wire - maybe. I ended up using my existing 10 gauge power wire I was looking to upgrade because it was a larger diameter than what came here. I kept the kit and gave it 3 stars because just using the fuse block and a couple of the miscellaneous wires would have been $10-$12 separately.",neutral
"I was hoping this device would help me recover the data on my laptop's hard disk.  Unfortunately, the disk is not compatible.  Take away: be sure you verify what you hard disk is compatible before buying this product.",neutral
"I got these for my 5-year-old son. I paid $30 and got what I paid for. The construction quality is fairly high. Sound quality is good. If you are not looking to spend a lot of money on nicer head phones that are really over-priced because of the logo on the side, then these will do well for you.",neutral
"its a simple product for every single camera out there, easy to use and also very usefull. if you looking to buy just something than can hold your camera stand still and let you regulate the lavel, this product is for you.",neutral
These work great but I can't figure out for the life of me why they decided to put the volume control mid-cord? It flops around so I can only use these when I have something on that I can clip it too (like when I'm biking or running with a camel pack).,neutral
these batteries are not as good as they said. but they can hold a charge for a while and do the job.,neutral
"I put it on my IPad 4 and sticks good , but the problem was that it does not show you the original screen like when you don't have a a screen protector, it has Bearly unseen dots ,, you won't see the difference unless you compare it to unbothered IPad without screen protectorWhen sow the difference I took it off immediately , all in all it is not that bad but not that good either",neutral
I expected more from Klipsch than this. I feel like the music is tinny and lifeless.  I like my $50 skull candy earbuds much better.  I do not feel these are much better (maybe a little) than the free ones included with most ipods.  Sorry guys.,neutral
Normal headphones for the computer. Without special claims for quality of sound. I use them only for Skype. Not for music!,neutral
"This was a good case. Not phenomenal or awesome, but acceptable. I didn't want bulk since it's a tablet and already bulky enough, but I wanted to be able to put it down without scratching anything.The cover flap had become very slightly bent over the time, most likely because of the way it props up the tablet.This does not very effectively prop up the tablet.",neutral
"its o.k but the Microsoft Lifecam X3000 is much better, i own both.. better images, faster tracking and it has some real nice features and it's $19.99 AR",neutral
"Purchased 3 spools; the price for Sony disks was unbeatable, but so far I have had 4 disks that have a flaw on the edge and I just opened the spool.  You can record on them but they will not play back.  Will have to inspect/review each disk before recording now, and I shouldn't have to do that.  Expected better from Sony.",neutral
Nice product but you are required to pay $15.00 a month to get music and it did not say that in the description when I bought this as a gift.,neutral
I would of rated it higher had I actually gotten the product.,neutral
"it didn't fit my 7 inch HD quite right and felt like it was too big. It's cute, and I am sure a very sturdy product, but I can't use it without fear of my kindle falling out.  It could just be me",neutral
"good quality , good finish but i bought it for my canon sx30i which already has a wide angel lens , i thought it will ad a lot but actually it didnt add anythingpicture without it is better",neutral
The case was very tight with the iPad mini it. I can't fit my iPad in it with the smart case on which is surprising because it's a very thin case. They need to make the case slightly larger. The case also had a very slight oder to it but went away within a day.,neutral
My title says it all. These are good headphones with good sound quality. Noise cancelling is there but not enough. I am not sure how these would compare with a Bose for example.Headphones are not padded and they can begin to hurt the head if worn for too long.,neutral
Was really looking for a good screen protector for the kindle fire.  This one is a perfect fit and goes on very easily but I could not get all the air bubbles out.  I spent quite a bit of time working on this but finally just gave up as it was not working.  So this is an ok product and works great to protect the screen if you dont mind bubbles.,neutral
I should have got the battery powered on I had last deployment. Its nice at work but I'd rather have the battery powered one.,neutral
"I picked this bag because it measured 7 inches long (in the product listing).  My Canon XA10 camcorder just barely fits inside. The additional side pouches holds the XA10's battery, USB cable, audio/video cables, and the A/C power adapter.  I wish they could have made this bag just a little bit bigger! Just by one more inch longer and wider, and 3 inches taller.  This bag is better suited for cameras, NOT camcorders!",neutral
"It's a decent light. The neck is floppy and does not want to stay where you put it. I find it annoying to touch the power switch 3 times to turn it off. It doesn't have a physical &#34;clicky&#34; button, just a touch switch.",neutral
"I bought this to use it in my psychology internship and it does work but this is slow as hell, I get desperate trying to open a program and it is the same with the internet. If you don't have patience (just like me) don't get into this. At least I can say that at the end it gets the job done (but way at the end).",neutral
"We got reasonable value for our money.  It works.  The price was okay.  Software is a bit obtuse.  However, it always does the automatic backups and files are available when we need them.  Far better than the mechanical external hard disk it replaced.  I definitely recommend going solid state.",neutral
"The price was good and it arrived on time. It comes with a remote so you can use the tablet almost as a TV. Aside from that, most people will not find a use for it.KenWebmaster[...]",neutral
"Power adapter AC plug easily get break( one of the prong left in the AC wall ),but the device itself is working fine.",neutral
"As others have pointed out, this type of lens hood (Fotodiox) does NOT work with ultra-wide screen camera model (e.g. HDR-CX550v) at the widest zoom.  However, I have found one that works perfectly with the CX550v on Ebay (seller: Rainbowimaging). This metal lens hood works great for my cam and the price is pretty cheap. I'd recommend you check that out.",neutral
"They work as long as you add your own adhesive to the back or the wires aren't heavy. I used these to dress an AV rack and some fell off after a few days. Some glue fixed that. For the price if you don't mind adding some glue in the mix, they're worth it. These things are a lot more expensive in the store.",neutral
"I bought it because it supports many types of formats. It is not very responsive and if you break your remote, you can not use it. I can not seem to find information on the largest hdd it supports. It is ok, Would be better if it worked faster and the remote needs a redesign.",neutral
"They aren't silver, they are orange purple and gray. Also they have horrible mids and the bass is muddy",neutral
"The pen is great. But the touch function are not, it is hard to use touch as the others on laptop. So, I recommend to buy Bamboo Pen not this one.Also the latest driver is incompatible with my tablet pc's screen.",neutral
Good for value.  Hope to never use it.  Received information online vs as actual paper document.  Don't know if I like that,neutral
"It works well if left alone, but this is not a screw on hood, its a 2 sided push-in.If you accidentally touch 1 side, the hood could just fall off, either getting lost or making a disturbing noise on a hard floor when quiet is needed.",neutral
"It is a good bag, looks good, but it is on the small side (which it's intended to be), and the handle is a bit rickety.  I know it's not meant for rugged use, but just back and forth to the car and office it has had some use but seems to not be holding up that well (the wheels and handle).  I switch bags often enough though that that's not a big deal for me.",neutral
"Big in your hands, so if you wear a size medium in gloves, this may not fit.Connecting to my 8-core was simple. Works well. Fast. Smooth.It's the shape that kinda bothers me. Unless you point your mouse straight forward, the orientation of the curvy design is a little off.I would recommend you try this in a store before buying online.",neutral
"We've purchased this item in the past and it worked great.  I went to get a second and the second one the charging contact pin was broken.  The vendor honored a return request, but I was disappointed that it did not work.",neutral
"My goal was to have a silent PC, I use an Antec P180 case, and replaced the stock fan. Unfortunately, I can still hear a very audible hum from them .. disappointing.My search for a quieter fan continues ...",neutral
"Like some have said, not as comfortable as the OEM. Who knows with music (head cold, wife left you, fired) but, they seem to muffle the sound a bit. Better than before however.",neutral
"Exactly what it says it is, nothing more, nothing less.While a Class 10, it's speed is more like class 5.Recommended.  I would buy another if I had a need for one.",neutral
"Bought this for my new rig. First 4 months, product had no issues. A few weeks ago, I kept getting high pings in online games (3x+ usual ping).",neutral
"Camera works OK most of the time. Sometimes it stops recording anything until you reformat the card to clear it. Video is good, but not at night. IR LED's will not give enough light for anything useful.",neutral
I found good reviews about it and bought itBut found its not that greatreason I did not like- auto focus is not quick to focus- you really need stable hands else it does not give sharp image^ i have found this to be a huge problem,neutral
"""the TD2220 supports the USB HID Touch driver and is fully compatible with Windows 8""Not so.  As noted elsewhere you cannot swipe from the bezel onto the screen thus limiting the usefulness of this monitor for Windows 8.It would be a great monitor for Windows 7.",neutral
"Im okay with this , the only con is that it dosent mirror every connection, maybe its my cell, but overall it dose the job",neutral
"I still have not mastered the knack of bubble free installation, even though I've looked at various you tube videos, and tried really hard. Oh well, the product itself was fine, ease of application not good for me.",neutral
Just ordered it. Just waiting for it to come. will update then. Bought it for my son and to use when on a cruise ship. should be fun. will update the star rating at that time too.,neutral
"I'd highly recommend you get the sandisk ultra series for microsd,so you can actually record in 1080p hd and all that for your phone if you're using that with this product.",neutral
The weather band reception is so terribly weak it really does not work at all.Other than that the light is OK but really does not produce much light.Just OK for $20 bucks.Note that it does have an 12 V AC adapter input for internal battery recharging.The 3.5 mm plug is for audio input ONLY and does not power speakers or headphones.Note that any special necessary cable for audio input or 12 V AC adapter are not included.,neutral
"I tried this with my 5d2 with 24-70. It works well, but it has slight creeping problem. it will never stay where you line it up before tightening. The plastic between the camera and the ball head is too flimsy, you can even do a significant wiggle and see the difference.I will keep this for a future gorilla pod+flash combo",neutral
"I have a new HP 15.6"" Laptop. The 1360us.  Esresso Color.Thus it amazes me that HP markets this bag to fit up to 16"" and it BARELY fits my 15.6"".  My Brothers older HP fit perfectly, however this bag is to match the newer styled laptops, so why wouldn't it fit them correctly?Its nice looking, and good quality, but the fit scares me.  I wonder how many people with 16"" laptops have gotten this and realized it didn't fit.",neutral
"Not much to say about it except that it works.  I use it as a storage unit, and backup for three of my computers.  The large capacity is exactly what I was looking for, and this device fills the bill.",neutral
"9 times out of 10 these have enough holding power to work for what they are meant to be used on - data cables, etc.  But when you have a few coiled cables and things that are dissimilar, the velcro stickiness is just not very strong.",neutral
"For the price, this cover should be something innovative like the Smart Cover is for the iPad 2.On its own, this item is decent - but based on what you get, the price point should be $12-15.",neutral
"The cable did not fit my Coolpix 4300, which is fine since it isn't explicitly mentioned in the description... except that it supposedly fits cameras that use the same jack as the 4300. If you are buying these cables, make absolutely sure that they fit the USB jack on your camera. Otherwise, you'll just have a useless cable to eventually give away to a thrift store, since they aren't actually worth anything.",neutral
"I liked the design, weight and look, but it advertised to fit the Kindle 7&#34;, but it is too small. That was disappointing. Beware, if you have the Kindle 7&#34;, it won't fit, it's way to tight of a fit and the zipper will eventually cause damage.",neutral
This works as advertised. You do need to support the arm because the thumbscrew will not tighten enough to hold it.  I ended up buying a padholdr and installing that in my dash.  Much better.,neutral
"I ordered this stylus when I was just getting started with my Kindle as far as using it for games.  I've already replaced the tip once.  I think the styluses I just ordered will out this Bamboo to shame.  It may be fine for some, but maybe I am too much a bull in a china shop for this wimpy product.",neutral
"The design is a little flawed at the bottom cut out for the connector, leaves a very thing piece of material that soon breaks and then the whole thing kind of opens up and falls off. Looked very nice and beginning but not so good workmanship.",neutral
It's an ok case. I like that it's low profile. One thing that does bother me is that where the tablet is cradled it semi-blocks the volume button. Kind of weird that it was designed that way. Other than that it's fine.,neutral
"Received the cable quickly and when I used it to connecct to an hp printer, it wouldn't work. Returned with no issue.",neutral
when they work ... they work great but once in a while they will create a loud crackle sound.  Make sure everything is plugged in well and check it while recording.,neutral
"Good sound quality, but the ear buds have a weird design and they easily fall out of my ear.  It's also hard to position in such a way as to hear the quality bass tones.The mic isn't that great.  Not as good as the Apple headphones that came with my iPhone4.",neutral
"You get a lot for the money. The cord worked, the 12volt worked, and the AC plug worked, once! The second try it would not charge the ipod. Like I said, you pay cheap, you get cheap!",neutral
"I've tried most of the other iPad-targeted styluses and this one is pretty much the best.But, even given that, it's a bit short for larger hands. Plus, if you don't hold it at just the right angle (more upright than a pen), it tends to lose ""touch,"" leading to skips in your lines.It's not bad, but if you're expecting to get something similar to a TabletPC experience on your iPad, you will be disappointed.",neutral
I purchased this beacuse I was trying to replace my daughters ipod touch shattered screen. I also brought tools and a replacement LCD touch screen. It took me 5 hours to do the replacement. It was working but the screen do not lay flush. I tried to conrrect this imperfection and broke the ribbon.,neutral
cheap cable and works the same way. don't yank it too hard or the connection will break and the cable won't work anymore. but it's cheap enough where it isn't a problem.,neutral
Look great and it those the job but nor for me. Sometimes i want my camera on my neck and well with this you have to be with the camera in the hand all day long,neutral
"You'd figure the transfer rate would be noticable as I have a nice 3D high rated TV and these cables are used on my PS3 and Xbox360. However, I haven't noticed any difference in the play back ability of a bluray movie or anything. Infact, I still see some motion blur when I play a film. Guess this didn't really do the trick.",neutral
"overally poor quality, especially the cable is bigger than original and hardly fits to cased iphone, it stopped working on second use..good deal anyway",neutral
"Eh, it works but I didnt keep this tablet for long and the keyboard has a cable.",neutral
"This is an ok smartwatch. It does its job, but does not wow me. There was an update that improved some but it was not enough. I do like the you can switch the watch bands out.",neutral
"The Sony headphones aren't anything spectacular, they're just alright.  I notice some crackling when I hook them up to any device, but they're sturdy and compact.  I just put them in my purse and go.",neutral
"These batteries did not work as well as the PROCELL  siza AA, & AAA. I was compensated for the trouble. Service was good, batteries not as good.  Thanks  Chuck",neutral
As usual all cords only last so long then its time to buy a new one. At these prices it makes it less expensive.,neutral
"The light itself is excellent, especially when the batteries are new.  I don't use cheap batteries in this light but it doesn't seem to stay bright long.  I've tried rechargable batteries and the newer lithium batteries and still none of them keep the light bright for any significant amount of time.",neutral
"This works really well as a basic case, but when you try to prop it up for easel mode, the ipad doesn't stay in securely and there is a lot of sliding, falling and frustration.",neutral
Is anyone else experiencing any audio drop off when playing Netflix or Blu-ray discs while using 2 hdmi cables for the 3D setup?,neutral
"This camera came in fairly quick, considering that traveled from China, but upon arrival its video keeps on rolling and rolling, non stop. Can`'t record nor watch it like that, wonder if it's setup for PAL instead of NTSC?, and if so, how would you correct it?",neutral
"The keyboard works fine, but requires an adapter to use on Nexus 7. The case and keyboard are a little too thick for the thin Nexus 7 especially since I have used it mainly as a carrying case. The included touch pen does not work on Nexus 7.",neutral
"This tablet is a lot more complicated than expected and requires a lot of software and training. This is not what we expected. My son just wanted something that he could use for his drawing and it is very difficult to use.  Also, it should come with some kind of protective cover.  Not impressed.",neutral
Yes the antenna works.  Does both CB and the weather bands just as advertised.  It is not too well made since the grommet at the base of the antenna came loose the first time that it was used.  Some Gorilla Glue restored it back to service.,neutral
"I use it to power a 12 volt marine stereo in my outdoor kitchen.  Had a lower AMP model, two in fact by Pyramid that both burned out within a few months this one seems to work better but still s***s off after a few hours of use when it gets too hot and the cheap stereo does not draw much power",neutral
"This unit take a while to load BluRay disks.  Once they are loaded they will work fine, but its the initial wait that may annoy you a lot.  There are other units at lower prices that load disks way faster.",neutral
Not real sure but tried downloading drivers and everything but never really got this working. not sure if its the product or a conflict with something I have on my system.,neutral
I purchase the Klipsch reference series speakers and the hole pattern on the speakers are a 3&#34; center to center.  The brackets that come with these are for about a 2 1/2&#34; hole pattern.  Seem to be of good quality.  the drop protection is very easily detachable. I built a couple of brackets to mount to speakers and seems to be working out fine.,neutral
"This is an OK card. It has lots of memory, but I would recommend an external harddrive instead if you do not plan on storing something large to carry around with you, because it is very easy to lose.",neutral
"First of all, the rail is substantial, no lack of materials here. With that said, it just seems as if the individual parts were manufactured to loose tolerances which makes for a little slop when it's loose and a little bit of grab when it's snug. Overall the unit does perform well enough to do the job though.",neutral
"I know Sony does not care about app development and user feedback.  But you cannot have a camera that does not have a &#34;delete&#34; function built into the software.  Please fix, really like the QX10 camera but hate the app.  Delete should be a basic feature, you have to copy the photos you want and then format the card.",neutral
"Seems like a nice quality cable.  Spent more for this one to use my Ipad with my Sony MHC mini stereo system with Ipod dock.  Works fine, but does not indicate a charge. However, I have since learned that this does charge the ipad - it just does not show that it is charging! Works great.",neutral
Material looks like cheap leather look alike.  It functions just fine but not what I expected.  Was hoping for real leather.,neutral
it works just not sure how long it will last. bose charges a premium for everything so the quality shouldnt just be in the sound but in the build as well. not sure if i can recommend this since there are other headphones that are cheaper but offer similar sound and much better build quality i.e. v moda and sennheiser.,neutral
"Very nice case but doesn't show the apple logo and the little strap is a little hard to put it around the case or open the case when the strap is around.  I think it should be design a little different, I like targus cases but this failed in some aspects.",neutral
"if all you're after is capacity, this card is great and it is cheap, too.  if you need any speed, this card was 1/2 the speed of another card I have.",neutral
"I'm not totally certain that the HD Connect device gives you HD since there is no provision for HDMI cables, only component. Since the picture over the internet isn't perfect anyway I don't see where this device is all that necessary or really useful. Just another fifty bucks.",neutral
"I don't know why I bought this - I don't have a desktop.  I wanted a separate trackpad to keep the one attached to my keyboard safer from any dirt and allow me to be further away.  I don't really understand how to click on it unless I turn on tap-clicking, though.  It was kind of an unnecessary purchase for the price, and scrolling doesn't work all that well, but overall it works as advertised.",neutral
But battery go fast. I used for computer keyboard. Because my wife complain for room light made her can't sleep. So I bought one put up on the keyboard so I can type at the dark.,neutral
"It does get the remote out of your hand, which is nice.  Trying to use the remote as a pointer is a lot more challenging but may improve with practice.",neutral
The card retention bends easily allowing slippage.,neutral
It protects the screen. That is what it was purchased for and that is what it does. That is all.,neutral
"This case doesn't provide adequate protection for your phone from drops; it just makes it easier to throw your phone on the table without worrying about scratches.  I love how light it is, but have transitioned to a more protective case for everyday use.",neutral
I got this after got tired of the cable company. the antena get some channels but is has been hard to find a place where to put the antena. it take alot room and is not so easy to turn around when looking for the best reception.,neutral
I really like this keybard but the thing eats up batteries fast. Not only that but the keyboard/trackball is so sensitive that even the slightest movenent causes my Windows 7 Median PC to wake from sleep mode. The manufacturer should have included an on/off switch. This would have solved the two issues above.,neutral
"This model is definitely bare bones.  It may be OK for the beginner, but it does not accept topo maps.  We returned this unit and later bought a eTrex 20 bundle from another vender..",neutral
Not the best but Roxio the usual handy Easy CD & DVD runner!Are the Basic Sotware most computer users need in most!It's Roxio.. the oldest good software company!,neutral
Got these for the wife.  She is not very tall so the length of the cord is too long.  She finds them a little hard to adjust and they don't stay in place real well for her. Otherwise she is happy.  They sound good.,neutral
"T fan started making noise when it starts, I have to turn off and on a couple of times before the noise stops.This started after a cople of months. I think the fan should be stronger. I think I would look for another one.",neutral
It is not as good as I thought. The battery does not last that much...,neutral
"I had no problems at all with it until it croaked last night. I bought it 1/2013 and it died 4/2014. I was running it constantly taped to my window so I could watch the wildlife in my yard, so maybe that's a reasonable life for a constantly used webcam, I don't know.",neutral
I have bought this product to use with my Zune player.  It is not bad but not great.  I tried couple of other products before and sent them back.  This I will keep as it works better than the rest.  You will occasionally get static but it is not bad.  I live in the Chicago burbs... may be that is a problem as there are many radio stations around.,neutral
"Good, though not specially sharo. I use as  my walkaround lens but not when I need  pictures to be sharp and clear. Practical at the least but not bad. Normal,not and awe inspiring lens.",neutral
"I havnt used this Warranty program yet,and hope I dont have to. Not because its a bad product only because that means my Galaxy Player had an unfortunate accident. If I have the need to use the Insurance I will rate it again and give a better and honest opinion",neutral
it's basic ear buds gifted to a teenage niece of ours for christmas. she said that the microphone was clear and easy to use.,neutral
I have to say that I was warned about this item falling off flash. I have both Olympus and Nikon. It worked for both. I dant complain with a lil adjustment.,neutral
I got this to replace my old Toshiba laptop battery.In beginning it worked great. It held charge for about 3 hours while using. Then with time it start loosing charge. So compare to OEM product is way cheaper but it will eventually die.Not bad for the money.,neutral
Bought this to use on a test stand and works fine for what I need but it definitely let you know it is on. It is very loud.,neutral
"Based on reviews, I expected them to sound a lot better. They're better than stock at least. They're also a little too big for ford escort doors.",neutral
it works,neutral
"The only best thing about this DSLR was that it was the first to have live view amongst amateur dslrs and also came with a swivel LCD which is much more useful than many think. However in face of recent competition, lack of image stabilisation, inability to flip LCD, absence of movie mode are big missing features.",neutral
"It mounts on the inner threads of the front of the lens instead of the exterior ring, it doesn't let you put a lens cap. The hood also comes with some grippy ring which I frankly have no idea what it's for. I have to remove that ring if I want to mount the hood on the lens.",neutral
"Like other reviewers have mentioned, the lack of image stabilization on this camera was a deal breaker for me. Picture quality was decent enough. But the shakiness in the recorded material was annoying and distracting.",neutral
"This gadget can be used to store a set of earbuds for the iPhone or iPod, but it's rather clumsy and awkward to use.",neutral
"5 stars for comfort. These actually fit my ears1 star for sound.  It sounds like a tin box. :(However, if your ear lobes are shaped funny (like mine), then these are a reasonable alternative to earbuds.....",neutral
it was a very easy install. but it did not meet my need for high performance over clocking needs. a,neutral
"Worked for me for a few years, but seemed to have degraded over time.  One of the cables is a bit burned, which might be caused by other factors (?), but now only outputs 720p.  The other cable is in good condition still but only outputs 1080i instead of 1080p.I recently replaced these with HDMI cables that costed around $10 - hopefully spending a little more will make them last this time around...",neutral
It works as specified.  But only one socket works fine and the other side doesn't work.  I only use it like an extension now,neutral
"Reception is VERY dependent on antenna placement. I was hoping to hide antenna behind tv, but ended up hanging it below the tv to get a signal. Old rabbit ears worked just as well.",neutral
"This like other VCR rewinders I have ordered has fallen a little bit short. I have an old one also and it works better than this one. The problem is staying closed while it rewinds, none of my older ones have ever done that.",neutral
"Works great most of the time, but occasionally gets an intermittent and or lost signal.My friend bought a box antenna from the dollar store for like 10 bucks and it works just as good if not better than my antenna.",neutral
"working on computer rebuild, the vga cable looks very sturdy and should serve my purposes, with the two monitor connections.",neutral
"and this is no exception.  works as expected. integrated clip a plus, but lack of waterproofing and consequential susceptibility to sweat damage (which apple considers water damage and will not warranty) is a huge minus.  but i'm sort of committed to the itunes road so i keep getting these little machines as my sweat damages them.  sigh.",neutral
"The issue with this shield, like most of its kind, is the fact that peeling at the edges is almost unavoidable regardless of how closely you align it. It is extremely durable, though, albeit the specularity is a little much.",neutral
I got mine gone dead after the thunder or lighting strike. I contacted the customer service and they will not FIX it or replace the unit because they consider it as accident or misuse. BUY A POWER STRIP FOR THIS UNIT BEFORE YOU BUY THIS UNIT!!! I WASTED MY MONEY ON THIS WARRANTY CRAP THEY PUT UP.,neutral
It is a little flimsy but works for household storage. Would not use it if I was on the go or in the car with kids.,neutral
The blower is good.the brush pen is of low quality. The bristles comes off even in the first use.,neutral
"We bought this because flat panel speakers are atrocious in general. This speaker set from Bose is certainly better than TV speakers but all in all underwhelming. In comparison the speakers on our old 27&#34; Panasonic CRT TV are actually better than this Bose set. OK, but if we had to do it again we'd probably try to fit a sound bar.",neutral
"good little bubble, fits camera well.. i don't use it.. with the programming, i can make my pics straight.. if that shot comes up, you don't have time to look, and make sure every thing is level..",neutral
"This is good for general link up TV cable. Don't expect too much of it. As it is real cheap cable that you can buy. If you looking for a Quality cable. I'm sure this is not your choice. Now, I switch it to use for FM antenna.",neutral
"This is the first USB floppy drive I've purchased, so I don't know how others may compare.  It has worked just fine, but is much slower than any internal floppy drive I've ever owned.Not a huge problem - everyone is moving towards USB flash media anyhow.  I guess I can say it was an OK purchase for the inexpensive price.",neutral
